,File,Sources,Actions,Targets,Districts,Provinces
31,20180422_4965.txt,"('داعش',)","('الهجوم الإرهابي', 'الهجوم', 'استهدف')","('مركز لتسجيل الناخبين',)",,"('كابول',)"
32,20150705_6195.txt,"('طالبان', 'طالبان')","('هجوم', 'يستهدفون')","('القوات الامنية الافغانية', 'الحكومة المركزية')",,
33,20151010_9734.txt,"('قوات الأفغانية', 'الناتو')","('مقتل', 'إصابة')","('طالبان',)","('قندهار',)",
34,20120609_3124.txt,,"('مقتل', 'اصابة', 'هجوم', 'قتلوا')","('جنود فرنسيين', 'جنود فرنسيين')",,
35,20150720_6606.txt,"('أميركية', 'حلف شمال الاطلسي')","('تودي بحياة', 'قتلوا')","('جنديا أفغانيا', 'جنديا أفغانيا')",,
36,20180124_1221.txt,,"('هجوم', 'هجوم', 'استهدف')","('منظمة حقوقية دولية',)","('جلال اباد', 'جلال اباد')",
37,20150703_6119.txt,"('القوات الباكستانية',)","('قصف', 'قصفت')",,,"('بكتيكا',)"
38,20170308_2947.txt,,"('مصرع', 'إصابة', 'هجوم', 'قتل', 'أصيب')","('مستشفى عسكري',)",,
39,20140810_6334.txt,,"('مصرع', 'هجوم انتحاري', 'مصرع')","('مدنيين', 'الناتو', 'مدنيين')",,
40,20181007_317.txt,"('طالبان',)","('مقتل', 'مقتل', 'اشتباكات')","('عناصر الشرطة', 'رجال الشرطة')",,
41,20140506_3457.txt,"('القوات الأفغانية', 'السلطات الأمنية الافغانية')","('تقتل', 'قتلت')","('مسلحي طالبان', 'طالبان')",,
42,20150716_6550.txt,,"('مقتل', 'غارة جوية', 'غارة جوية', 'مقتل')","('مسلحين', 'حقاني')",,
43,20150419_3815.txt,"('داعش', 'القاعدة', 'طالبان', 'داعش')","('الاعتداء الانتحاري', 'قتيلا')",,,
44,20181021_932.txt,,"('مقتل', 'انفجار')","('شخصا', 'شخصا', 'اطفال', 'امرأة')",,
45,20140901_6927.txt,"('طالبان',)","('قتل', 'قتل')","('مدنيين', 'مدنيا')",,"('فرح',)"
46,20140406_2820.txt,"('مسلحين',)","('هجومًا',)",,,
47,20150712_6373.txt,,"('غارة أمريكية', 'تقتل', 'قتل', 'ضربة جوية')","('داعش', 'تنظيم الدولة الاسلامية')",,
48,20150802_7134.txt,"('طالبان', 'طالبان', 'طالبان')","('وفاة',)","('الملا عمر', 'الملا عمر')",,
49,20180410_4547.txt,,"('تفجيرا', 'استهدف', 'تفجير')","('سوقا شعبيا', 'سوق شعبي')",,"('هرات',)"
50,20180124_1294.txt,,"('الهجوم', 'هجوم', 'استهدف')","('منظمة (انقذوا الاطفال) الخيرية', 'منظمة (أنقذوا الاطفال) غير الحكومية البريطانية')","('جلال أباد',)",
51,20181129_2849.txt,,"('الهجمات الإرهابية', 'انفجار', 'مقتل', 'إصابة')","('الجنود الأمريكيين',)","('غزنة',)",
52,20150517_4619.txt,,"('مقتل', 'إصابة', 'انفجار', 'ملغومة')",,"('كابول', 'كابول')",
53,20181002_104.txt,,"('هجوم انتحاري', 'استهدف', 'قتل', 'هجوم انتحاري')","('تجمعا انتخابيا', 'شخصا')",,
54,20170507_5472.txt,,"('قتيلا', 'غارات جوية')","('طالبان', 'داعش', 'خوراسان', 'داعش')",,
55,20180430_5343.txt,,"('مصرع', 'اصابة', 'انفجارين')","('شخصا', 'شخصا')","('كابول',)",
56,20181226_4101.txt,"('القوات الخاصة الأفغانية',)","('مقتل', 'غارات جوية', 'مقتل')","('مسلحين', 'مسلحين')",,
57,20150613_5379.txt,"('طالبان', 'طالبان')","('مصرع', 'هجوم', 'هاجم')","('شرطيًّا',)",,
58,20170516_5916.txt,"('القوات الأفغانية', 'قوات الأمن الأفغانية')","('سيطرة', 'استعادة')","('مركز مقاطعة', 'مركز')",,
59,20170518_6070.txt,"('مسلحون', 'داعش')","('هجوم', 'هجوم', 'استهدف')","('محطة تلفزيونية',)",,
60,20140808_6212.txt,"('طالبان',)","('مصرع', 'اشتباكات', 'مصرع')","('رجال الشرطة', 'رجال الشرطة')",,
61,20110819_4115.txt,,"('مقتل', 'هجوم', 'إستهدف', 'قتل')","('جندي بولندي', 'جندي بولندي')",,
62,20180430_5394.txt,,"('الهجومين الإرهابيين', 'الهجومين الإرهابيين', 'قتل')",,"('كابل', 'العاصمة الأفغانية', 'كابل')",
63,20170523_6212.txt,,"('مقتل', 'هجوم', 'قتل')","('جنود', 'قاعدة للجيش', 'جنود')",,
64,20181013_557.txt,,"('تفجير', 'استهدف', 'تفجير', 'استهدف')","('تجمعا انتخابيا', 'تجمعا انتخابيا')",,
65,20150910_8418.txt,"('الجيش الوطني الأفغاني', 'الجيش الوطني الأفغاني')","('مقتل', 'مقتل')","('مسلحا', 'مسلحا')",,
66,20180106_327.txt,,"('قتل', 'قصف جوي', 'قتل', 'أصيب')","('مدنيين', 'مدنيين')",,
67,20150627_5941.txt,"('طالبان', 'طالبان')","('الهجوم', 'الهجوم', 'استهدف')","('البرلمان',)",,
68,20150729_7001.txt,,"('وفاة', 'وفاة', 'وفاة')","('الملا محمد عمر', 'طالبان', 'الملا محمد عمر')",,
69,20151003_9349.txt,,"('مصرع', 'إصابة', 'قصف جوي', 'استهدف', 'مصرع')","('مستشفى',)",,
70,20150923_8827.txt,,"('مقتل', 'هجوم')","('ناتو', 'قاعدة (باغرام)', 'حلف شمال الاطلسي', 'ناتو')",,
71,20170426_5046.txt,"('القوات الأفغانية', 'طالبان')","('تتوعد', 'هجوم')","('طالبان', 'قاعدة للجيش')",,
72,20140219_1316.txt,"('الجيش الباكستاني', 'الجيش الباكستاني')","('قصف', 'قصف')",,,"('كونار', 'كونار')"
73,20150630_5964.txt,,"('مقتل', 'إصابة', 'انفجار انتحاري', 'مقتل', 'إصابة')",,"('العاصمة الأفغانية',)",
74,20151002_9235.txt,,"('مقتل', 'تحطم', 'قتل')","('امريكيين', 'طائرة نقل عسكرية', 'امريكيين')",,
75,20151012_9826.txt,,"('مقتل', 'تحطم')","('الناتو', 'مروحية', 'الناتو')","('كابول',)",
76,20170228_2618.txt,"('طالبان',)","('مقتل', 'هجوم', 'مقتل')","('الشرطة', 'الشرطة')",,
77,20140112_440.txt,"('طالبان', 'طالبان')","('تفجير انتحاري', 'استهدف')","('شرطة',)","('كابول',)",
78,20180120_960.txt,"('مهاجمين',)","('هجوم', 'يستهدف')","('فندق',)","('كابول', 'كابول')",
79,20150429_4103.txt,,"('مقتل', 'إصابة', 'انفجار', 'مصرعهم', 'أصيب')",,,"('خوست',)"
80,20170413_4293.txt,"('أمريكا', 'الولايات المتحدة')","('تستخدم', 'قصفت')","('أم القنابل', 'داعش')",,
81,20150808_7423.txt,,"('مقتل', 'هجوم')","('حلف الأطلسي', 'المتمردين')","('كابول', 'كابول')",
82,20180423_5050.txt,"('داعش',)","('الهجوم الإرهابي', 'الهجوم الإرهابي')",,"('كابول', 'كابول', 'العاصمة الأفغانية')",
83,20180111_576.txt,"('طالبان', 'داعش', 'داعش', 'طالبان')","('يتصالحون',)","('الحكومة الأفغانية',)",,
84,20181030_1373.txt,"('داعش',)","('إصابة', 'هجوم انتحاري')","('مسؤولين', 'لجنة الانتخابات')","('كابل',)",
85,20170403_3895.txt,,"('مقتل', 'عمليات أمنية', 'مقتل', 'العمليات الأمنية')","('داعش', 'داعش')",,
86,20151003_9379.txt,"('طالبان', 'طالبان')","('إسقاط', 'إسقاط')","('طائرة أميركية', 'طائرة نقل عسكرية أميركية')",,
87,20141211_11061.txt,,"('قتل', 'تفجير', 'الهجوم الانتحاري')","('مدرسة فرنسية', 'مدرسة ثانوية')","('كابول',)",
88,20170111_87.txt,,"('استهدفت', 'قتلي', 'جرحي', 'تفجيرات انتحارية')","('فندقا', 'مخابرات الأفغانية')",,
89,20181018_746.txt,,"('هجوم', 'مقتل', 'إصابة')","('قيادي أفغاني', 'أمريكيين')",,"('قندهار',)"
90,20150315_2554.txt,"('القاعدة', 'الحكومة الافغانية', 'القاعدة')","('خطف', 'دفع فدية')","('القاعدة',)",,
91,20140325_2226.txt,,"('الهجوم', 'الهجوم')","('فندق', 'فندق')","('كابول', 'كابول')",
92,20170430_5193.txt,"('القوات الأمنية',)","('مقتل', 'مقتل', 'العملية العسكرية')","('مسلحا', 'مسلحا')",,
93,20170316_3366.txt,,"('مقتل', 'إصابة', 'مقتل', 'إصابة')","('طالبان', 'طالبان')",,
94,20180121_940.txt,,"('قتلى', 'هجوم مسلح', 'قتل')","('فندق', 'أشخاص')","('كابول',)",
95,20181031_1371.txt,,"('قتل', 'تحطم', 'قتل')","('العسكريين الافغان', 'مروحية', 'عسكريين')",,
96,20150806_7256.txt,"('طالبان', 'طالبان')","('وفاة', 'وفاة')","('الملا عمر', 'الملا محمد عمر')",,
97,20180416_4826.txt,"('طالبان', 'طالبان', 'طالبان')","('الحرب',)",,"('كابل', 'كابل')",
98,20181008_349.txt,"('الجيش الأميركي', 'الجيش الأميركي')","('استخدم', 'استخدم', 'الغزو الأميركي')","('الفياغرا',)",,
