,File,Sources,Actions,Targets,Districts,Provinces
52,20110425_1544.txt,"('قوات الأمن',)","('مقتل', 'لقوا مصرعهم')","('متشدد', 'مسلحا', 'مسلحا')",,
53,20110128_714.txt,,,,,
54,20140501_3428.txt,,,,,
55,20080819_32.txt,"('القوات البريطانية', 'مهاجم')","('مقتل', 'فجر')","('مدنيين', 'قاعدة عسكرية أمريكية')",,
56,20170114_739.txt,"('داعش', 'داعش')","('يحرق', 'أحرق')","('منزلا', 'منزلا')",,
57,20141013_8923.txt,,,,,
58,20180411_4597.txt,,,,,
59,20141126_10473.txt,"('أفغانية', 'أفغانية')","('تقتل', 'قتل')","('طالبانيا', 'طالبان')",,
60,20140805_6137.txt,,"('مقتل', 'قتل')","('جنرال اميركي', 'جنرال اميركي')","('كابول', 'كابول')",
61,20170421_7322.txt,"('لطالبان', 'طالبان')","('مقتل', 'قتل')","('جنود أفغان', 'جنود افغان')",,
62,20110916_4657.txt,,,,,
63,20140611_4535.txt,,,,,
64,20140505_3404.txt,"('للجيش الأفغاني',)","('مقتل', 'قتل')","('مسلحاً من طالبان', 'مسلحاً من حركة طالبان')",,
65,20150514_4532.txt,,"('مقتل', 'قُتل')","('مواطن أمريكي', 'أمريكي')","('كابول', 'كابول')",
66,20140929_8300.txt,,,,,
67,20150413_3510.txt,"('طالبان',)","('قتلت', 'بقطع الرأس', 'قتلوا')","('جنديا أفغانيا', 'جندياً أفغانياً')",,
68,20180114_705.txt,"('للقوات الحكومية', 'قوات الدفاع والأمن')","('مقتل', 'قتلوا')","('مسلحاً', 'مسلحاً')",,
69,20181104_1574.txt,,"('مقتل', 'قُتل')","('جندي أمريكي', 'جندي أمريكي')","('كابول', 'كابول')",
70,20110926_4886.txt,,,,,
71,20170209_1985.txt,,,,,
72,20150323_2828.txt,,,,,
73,20170523_6232.txt,,,,,
74,20080911_674.txt,,,,,
75,20120718_2804.txt,"('طالبان',)","('تدمير', 'تدمير')","('قوات الناتو', 'قوات حلف الناتو')",,
76,20151027_10533.txt,,,,,
77,20140127_311.txt,"('طالبان',)","('عملية انتحارية',)","('اشخاص',)","('كابول', 'كابول', 'كابول')",
78,20181018_750.txt,,,,,
79,20180121_945.txt,"('طالبان',)","('هجوم', 'قتلى', 'هجوما')","('امرأة',)","('كابل',)",
80,20170319_3491.txt,"('جندي أفغاني',)","('إصابة', 'أصيبوا')","('جنود أمريكيين', 'جنود أمريكيين')",,"('هلمند',)"
81,20181129_2861.txt,,,,,
82,20140218_1242.txt,,"('مقتل', 'قتلوا', 'استهدفت')","('جنود افغان', 'جنود', 'للجيش الافغاني')",,
83,20140223_1340.txt,"('طالبان',)","('قتل', 'قتل')","('جندياً أفغانياً', 'جندياً أفغانياً')",,"('كونار',)"
84,20151028_10537.txt,"('القوات الأمنية الأفغانية',)","('مقتل', 'تصفية')","('مسلحا', 'مسلحا')",,"('نانجرهار',)"
85,20141225_11502.txt,"('طالبان',)","('سلم',)","('السلطات الأفغانية',)",,"('بادغيس',)"
86,20140714_5768.txt,,,,,
87,20180228_3152.txt,,,,,
88,20180510_5942.txt,,"('هجمات', 'هجمات')",,"('كابول', 'كابول')",
89,20140507_3516.txt,,"('تفجير قنبلة يدوية',)","('عائلة',)",,
90,20140808_6226.txt,"('طالبان', 'طالبان')","('مقتل', 'اطلاق نار')","('رجال الشرطة الافغان', 'رجال الشرطة الافغان')",,
91,20170124_1338.txt,"('للجيش', 'لقوات الافغانية')","('مقتل', 'مقتل')","('مسلحا', 'مسلحا')",,
92,20140118_547.txt,,,,,
93,20180519_6246.txt,"('لقوات الجوية الأميركية', 'حلف شمال الأطلسي', 'حلف شمال الأطلسي')","('قتل', 'إرسال')","('عسكري بريطاني',)",,
94,20180307_3575.txt,"('انتحاري', 'انتحاري')","('يقتل', 'قتل')","('مسؤولا دينيا', 'مسؤولا دينيا')",,
95,20120529_1618.txt,,,,,
96,20110811_4023.txt,"('قوات التحالف',)","('تصفية', 'قتلت', 'قتل')","('الطالبانيين', 'متمردي طالبان')",,
97,20110717_3503.txt,,"('مقتل', 'جرح')","('بريطاني', 'افغانيين')","('باغلان',)","('باغران',)"
98,20180506_5673.txt,,"('للهجومين', 'القتلى', 'الجرحى')",,,"('بكتيا', 'فارياب')"
99,20181221_3924.txt,,"('سحب', 'سحب', 'سحب')","('جندي أمريكي', 'جندي أمريكي', 'جندي أمريكي')",,
100,20170209_1904.txt,,,,,
101,20121112_5328.txt,,,,,
102,20170116_871.txt,"('روسيا', 'روسيا')","('تسلح', 'لإخراج')","('طالبان', 'أميركا')",,
103,20140922_7978.txt,,,,,
104,20150324_2851.txt,,,,,
105,20150708_6291.txt,"('طالبان', 'حكومة كابول', 'طالبان', 'حكومة كابول')","('الاجتماع', 'الاجتماع')",,,
106,20150103_36.txt,,,,,
107,20180203_1942.txt,,,,,
108,20181113_2001.txt,"('القوات الخاصة الأفغانية',)","('قُتل',)","('طالبان', 'مدنيون')",,"('جاغوري', 'جاغوري')"
109,20140619_4935.txt,,"('هجوم', 'هجوم')","('قاعدة تموين', 'للحلف الأطلسي', 'قاعدة تموين', 'قوات الحلف الأطلسي')",,
110,20170308_3013.txt,,"('الهجوم', 'الهجوم')","('مستشفى عسكري', 'مستشفى عسكري')","('كابول', 'كابول')",
111,20180129_1687.txt,"('داعش',)","('هجوما',)","('قاعدة عسكرية',)",,"('كابول', 'كابول', 'كابول')"
112,20180215_2290.txt,,,,,
113,20150730_6972.txt,,,,,
114,20150222_1872.txt,"('عمليات أمنية',)","('مقتل', 'قتلوا')","('مسلحا', 'مسلحا', 'طالبان')",,
115,20120530_1577.txt,"('طالبان',)","('هجوم', 'هجوم', 'هجمات')","('تلميذات أفغانيات', 'المدارس')",,
116,20180228_3242.txt,,,,,
117,20140921_7960.txt,,,,,
118,20151118_11421.txt,"('القوات الباكستاني',)","('بانتهاك', 'قتلوا')","('للحدود', 'قوات الشرطة الحدودية')",,"('بكتيكا',)"
119,20170521_6199.txt,"('طالبان', 'طالبان')","('مقتل', 'هجمات')","('شرطيًا أفغانيًا', 'شرطيًّا أفغانيًّا')",,
120,20141203_10604.txt,,,,,
121,20170222_2425.txt,,"('مقتل', 'مقتل')","('داعش', 'داعش', 'داعش')",,"('ننجرهار',)"
122,20181204_3311.txt,,,,,
123,20120827_3002.txt,,"('مقتل', 'قطع رؤوس', 'قتل')","('جنديا', 'مدنيا', 'جنديا')",,
124,20140427_3340.txt,,,,,
125,20140627_5171.txt,,,,,
126,20150226_2150.txt,"('طالبان', 'طالبان')","('انفجار', 'التفجير')","('أمريكيين',)","('كابول',)",
127,20181108_1784.txt,"('طالبان', 'طالبان')","('هجمات', 'هجمات')",,,"('تاخار', 'غزني')"
128,20180321_4003.txt,,"('الهجوم الإرهابي', 'التفجير الإرهابي')","('جامعة كابول', 'جامعة كابول')","('كابول', 'كابول')",
129,20111113_5766.txt,,,,,
130,2008110202.txt,,,,,
131,20170325_3667.txt,"('قوات الأمن الأفغانية', 'قوات الأمن الأفغانية')","('تحبط', 'لتفجير', 'أحبطت')","('مسجد',)",,
132,20170228_2602.txt,,,,,
133,20151210_12161.txt,,,"('مطار قندهار', 'مطار قندهار', 'جنود', 'شرطيان', 'مدنياً')",,"('قندهار',)"
134,20120208_3117.txt,,,,,
135,20140331_2452.txt,,,,,
136,20141213_11149.txt,"('طالبان', 'طالبان')","('يقتلون', 'قتلت')","('عمال إزالة الألغام', 'عمال إزالة الألغام')",,
137,20150223_2046.txt,,,,,
138,20110902_4395.txt,,,,,
139,20110802_3779.txt,,,,,
140,20140807_6288.txt,"('السلطات الأفغانية', 'لاستخبارات الأفغانية')","('تصادر', 'اعتقال')","('متفجرات', 'شخصين')",,
141,20140722_5921.txt,,"('مقتل', 'عملية انتحارية', 'مقتل')","('اجانب', 'أجانب')","('كابول',)",
142,20140930_8394.txt,,,,,
143,20140329_2363.txt,"('مسلحون', 'مسلحين')","('يهاجمون',)","('مقر اللجنة الانتخابية',)","('كابول', 'كابول')",
144,20170412_4190.txt,,"('مقتل', 'مقتل')","('داعش', 'داعش')","('آشين',)","('نانجارهار',)"
145,20140104_234.txt,,"('مقتل', 'هجوم', 'قتل')","('الناتو', 'قاعدة عسكرية', 'الناتو')",,
146,20170207_1797.txt,,"('هجوم انتحاري', 'قتل', 'انتحاري')","('المحكمة العليا', 'شخصا')","('كابول',)",
147,20141231_11914.txt,"('طالبان',)","('هجومين', 'هجومين')","('أشخاص', 'أشخاص', 'رجال الشرطة')",,
148,20150412_3518.txt,,,,,
149,20170217_2284.txt,,,,,
150,20141016_8972.txt,,"('مقتل', 'قتل', 'انفجار')","('قاضيين', 'قاضيان', 'مبنى محكمة')",,
151,20140929_8316.txt,,,,,
152,20150809_7498.txt,"('طالبان', 'طالبان')","('تشنق',)","('امرأة', 'امرأة')",,"('بدخشان',)"
153,20150629_5867.txt,"('طالبان',)","('مقتل', 'كمين', 'مقتل')","('جنديا', 'جنديا')",,
154,20140106_23.txt,"('سلطات الامن الافغانية',)","('مقتل', 'مقتل')","('طالبان', 'طالبان')",,"('نانغارهار',)"
155,20150716_6581.txt,,,,,
156,20110221_868.txt,"('الأطلسي', 'ايساف', 'حلف شمال الاطلسي')","('قتل', 'قتل')","('مدنياً',)",,
157,20180422_4965.txt,"('داعش',)","('الهجوم', 'الهجوم')","('مركزا لتسجيل الناخبين',)","('كابول',)",
158,20140204_753.txt,,,,,
159,20150703_6114.txt,"('افغانستان', 'قوات الأمن الأفغانية')","('تعتقل', 'اعتقال')","('قيادي', 'طالبان')",,
160,20140523_3881.txt,"('مسلحين',)","('هجوم', 'هجوم')","('القنصلية الهندية', 'قوات الأمن')",,"('هرات',)"
161,20181209_3524.txt,"('القوات الخاصة الأفغانية',)","('تحرير', 'حررت')","('مدنيين', 'مدنياً')",,"('هلمند',)"
162,20150322_2771.txt,,,,,
163,20150705_6195.txt,"('الطالبان',)","('هجوم', 'قتل', 'الهجوم')","('مدنيان', 'جنديان اجنبيان')",,
164,20151010_9734.txt,"('للقوات الأفغانية', 'الناتو')","('مقتل', 'مقتل')","('طالبان',)","('بقندهار',)",
165,20110731_3679.txt,,"('تفجير انتحاري', 'تفجير انتحاري', 'نتحاري بتفجير')",,"('لاشكرغاه',)","('هلمند', 'هلمند')"
166,20110512_2011.txt,"('رئيس الوزراء البريطاني',)","('سحب', 'سحب', 'ينتشر')","('القوات البريطانية', 'الجيش البريطاني')",,
167,20140321_2092.txt,"('طالبان',)","('عملية انتحارية', 'قتل')","('شرطيين', 'مدني')","('جلال اباد',)",
168,20141001_8455.txt,"('لقوات الأمنية الأفغانية',)","('مقتل', 'قتل')","('مسلحا', 'طالبان', 'مسلحا')",,
169,20140427_3279.txt,,,,,
170,20120609_3124.txt,"('مسلحون',)","('مقتل', 'قتلوا')","('جنود فرنسيين', 'جنود فرنسيين')",,"('كابيسا',)"
171,20150325_2910.txt,,"('هجوم تفجيري', 'هجوم تفجيري', 'بالمتفجرات')","('نساء واطفال',)","('كابول', 'كابول')",
172,20120918_3940.txt,,,,,
173,20120516_1502.txt,,,,,
174,20110826_4202.txt,,,,,
175,20150813_7671.txt,,,,,
176,20151115_11201.txt,,,,,
177,20141120_10199.txt,,,,,
178,20110801_3795.txt,,"('مقتل', 'هجوم انتحاري', 'مقتل')","('شرطياً أفغانياً', 'شرطياً')",,"('هلمند',)"
179,20150720_6606.txt,"('أميركية', 'قوات حلف شمال الاطلسي')","('تودي بحياة', 'قتلوا')","('جنديا أفغانيا', 'جنديا أفغانيا')",,
180,20140527_4029.txt,,,,,
181,20180124_1221.txt,"('مسلحين',)","('للهجوم', 'باقتحام')","('مكتبا لمنظمة حقوقية دولية', 'مكتب منظمة انقاذ الطفولة')",,"('نانجارهار',)"
182,20180309_3629.txt,,"('تفجير انتحاري', 'فجر')","('تجمعا للشيعة', 'شيعي')","('كابول', 'كابول')",
183,20150703_6119.txt,,,,,
184,20110620_2753.txt,,,,,
185,20140904_7000.txt,"('طالبان',)","('مقتل', 'قتل')","('جنود أفغان', 'جنود أفغان')",,"('كونار',)"
186,20180228_2916.txt,,,,,
187,20170308_2947.txt,,"('هجوم', 'هجوم', 'هجوم')","('مستشفى عسكري', 'مستشفى عسكري')","('كابول',)",
188,20120930_4138.txt,"('جندي افغاني',)","('يقتل', 'قتل')","('جنديا', 'مدنيا', 'مدنيا')",,
189,20110818_4104.txt,,"('مقتل', 'قتل')","('مدنيا', 'مدنيا')",,"('هرات', 'هرات')"
190,20180521_6361.txt,"('طالبان', 'طالبان', 'طالبان')","('الهجمات', 'مسلحين')","('المدنيون',)",,
191,20140810_6334.txt,,"('هجوم انتحاري', 'مصرعهم', 'هجوم انتحاري')","('مدنيين', 'قوات لحلف الناتو', 'مدنيين')",,
192,20110623_2804.txt,,,,,
193,20181007_317.txt,,"('مقتل', 'مقتل')","('الشرطة', 'الشرطة', 'طالبان')",,"('وردك',)"
194,20170308_3026.txt,,"('هجوم', 'هجوم')","('المستشفى', 'مستشفى عسكريا')","('كابول', 'كابول')",
195,20180531_6671.txt,,"('مقتل', 'تحرير', 'قُتل')","('مسلحين', 'مسلحين')",,
196,20140520_3810.txt,,"('مقتل', 'قتل')","('جنود', 'جنود', 'الجيش الأفغاني', 'جنود الجيش الوطني الأفغاني')",,
197,20120102_2094.txt,,,,,
198,20120706_2322.txt,,,,,
199,20110530_2358.txt,,,,,
200,20150622_5727.txt,"('طالبان',)","('هجوم', 'مقتل', 'مقتل')","('البرلمان الأفغاني', 'طالبان')",,
201,20140506_3457.txt,"('القوات الأفغانية', 'الأمنية الافغانية', 'قواتها الوطنية')","('تقتل', 'قتلت')","('مسلحي طالبان',)",,
202,20180517_6100.txt,"('القوات الحكومية', 'مسلحي طالبان')","('الاشتباكات', 'الاشتباكات')",,,"('فراه', 'فراه')"
203,20170423_4869.txt,,"('الهجوم',)","('قاعدة عسكرية', 'قاعدة عسكرية')",,"('بلخ', 'بلخ')"
204,20180525_6525.txt,,,,,
205,20110414_1352.txt,,,,,
206,20120224_3539.txt,,,,,
207,20150716_6550.txt,,"('مقتل', 'غارة جوية', 'غارة جوية', 'مقتل')","('مسلحين', 'شبكة /حقاني')",,
208,20181028_1251.txt,"('الأمن الوطني الأفغانية',)","('مقتل', 'داهمت')","('طالبان', 'طالبان')",,"('ننكارهار',)"
209,2012011003.txt,,,,,
210,20150419_3815.txt,"('داعش',)","('الاعتداء الانتحاري',)",,,
211,20180603_6705.txt,,,,,
212,20180228_3067.txt,,,,,
213,20170228_2663.txt,"('اميركي', 'القوات الاميركية')","('قتل', 'قتلت')","('قيادي من طالبان',)",,"('قندوز',)"
214,20151210_12200.txt,"('القوات الافغانية', 'عناصر طالبان', 'عناصر طالبان')","('القتال',)","('مطار',)",,"('قندهار',)"
215,20181020_818.txt,,,,,
216,20150801_7136.txt,,,,,
217,20180502_5574.txt,,"('قتل', 'إصابة', 'قتل')","('مسلحين', 'مسلحين')",,
218,20150404_3183.txt,"('الجيش الوطني',)","('مقتل',)","('مسلحي حركة طالبان', 'طالبان')",,"('طخار', 'قندوز')"
219,20150108_301.txt,,,,,
220,20180228_3248.txt,,,,,
221,20141114_9973.txt,,,,,
222,20181221_3918.txt,,,,,
223,20180430_5377.txt,,"('مقتل', 'مقتل', 'إصابة')","('صحفيين',)","('كابول', 'كابول')",
224,20181021_932.txt,,"('مقتل', 'انفجار', 'انفجار')","('اطفال وامرأة',)",,"('ننجرهار',)"
225,20140901_6927.txt,"('مسلحين', 'طالبان')","('لقتل', 'لقتل')","('مدنيا',)",,"('فرح',)"
226,20181109_1785.txt,,,,,
227,20180507_5759.txt,"('بنغلاديش', 'منظمة التعاون الإسلامي', 'منظمة التعاون الإسلامي', 'منظمة التعاون الإسلامي', 'منظمة التعاون الإسلامي', 'منظمة التعاون الإسلامي')",,,,
228,20141118_10190.txt,,"('الهجوم', 'الهجوم الانتحاري', 'الهجوم')","('النائبة الافغانية', 'اشخاص')","('كابول',)",
229,20140406_2820.txt,"('مسلحين',)","('هجومًا',)",,,
230,20180313_3801.txt,,,,,
231,20150712_6373.txt,"('غارة أمريكية',)","('تقتل',)","('قياديا', 'داعش', 'قياديا', 'تنظيم الدولة الاسلامية')",,
232,20120708_2309.txt,,,,,
233,20170507_5481.txt,,"('مقتل', 'مقتل')","('مسلحا', 'داعش', 'طالبان', 'مسلحا')",,
234,20180308_3550.txt,"('الامم المتحدة', 'الامم المتحدة', 'الامم المتحدة')","('محادثات سلام',)","('طالبان', 'طالبان')",,
235,20111121_5929.txt,,,,,
236,20080723_457.txt,,,,,
237,20141212_11020.txt,,,,,
238,20181022_1065.txt,,"('إصابة', 'إصابة', 'الهجوم')","('جنرال أميركي', 'الجنرال الأميركي')",,"('قندهار',)"
239,20150802_7134.txt,,,,,
240,20181109_1781.txt,,,,,
241,20111127_5908.txt,,,,,
242,20180511_5910.txt,,"('هجمات', 'هجمات', 'هجمات', 'هجمات', 'قتلوا')","('مدنيون',)",,
243,2012011004.txt,,,,,
244,20181205_3322.txt,,,,,
245,20141001_8528.txt,,,,,
246,20180410_4547.txt,,"('تفجيرا', 'للتفجير')","('سوقا شعبيا', 'سوق شعبي')",,"('هرات',)"
247,20140512_3649.txt,,,,,
248,20170415_4436.txt,"('الأمريكية', 'الولايات المتحدة')","('أم القنابل', 'قتلت', 'قنبلة')","('داعش',)",,
249,20140921_7872.txt,,,,,
250,20140805_6154.txt,"('جندي أفغاني', 'جندي أفغاني')","('أطلق النار', 'أطلق')","('جنود الناتو',)","('الأفغانية',)",
251,20141220_11414.txt,,,,,
252,20181223_4071.txt,,"('تفجير', 'انفجرت', 'تفجير')","('مسجد', 'مسجد')",,"('ننجارهار',)"
253,20180124_1294.txt,"('الدولة الإسلامية',)","('الهجوم', 'الهجوم')","('منظمة (انقذوا الاطفال) الخيرية',)",,
254,20141211_11041.txt,,"('هجوم انتحاري', 'هجوم انتحاري')","('المركز الفرنسي للثقافة', 'المركز الثقافي الفرنسي')","('كابول', 'كابول')",
255,20150630_6006.txt,,"('انفجار', 'سيارة مفخخة', 'سيارة مفخخة')","('السفارة الأمريكية',)","('كابول', 'المنطقة الدبلوماسية')",
256,20180127_1349.txt,"('وزارة الدفاع الأفغانية',)","('إصابة', 'مقتل', 'إصابة')","('مسلحاً', 'مسلحاً')",,
257,20180224_2698.txt,"('للمتمردين',)","('مقتل', 'هجمات', 'هجمات')",,,"('كابل', 'كابل')"
258,20141004_8587.txt,,,,,
259,20140928_8288.txt,"('قوات الأمن الوطني الأفغانية',)","('مقتل', 'مصرعهم')","('طالبان', 'طالبان', 'قادتهم')",,
260,20120802_2662.txt,"('قوات الامن', 'الامن الافغانية')","('مقتل', 'مقتل')","('مسلحين',)","('كابول',)",
261,20170415_4405.txt,,"('مقتل', 'تفجيرين', 'قتل')","('مدنيا', 'مدنيا')",,"('غزني',)"
262,20181020_913.txt,"('طالبان',)","('قتل', 'انفجارات', 'قتل')",,"('كابول', 'كابول')",
263,20110620_2708.txt,,,,,
264,20181129_2849.txt,,"('لانفجار', 'مقتل', 'الهجوم')","('الجنود الأمريكيين', 'قوات حلف شمال الأطلسي')",,"('غزنة',)"
265,20170419_7324.txt,,"('مقتل', 'هجمات', 'مقتل')","('رجال أمن', 'رجال أمن', 'الشرطة الأفغانية')",,
266,20150517_4619.txt,,"('قتل', 'انفجار', 'قتل')","('أفغانيان وبريطاني',)","('كابول', 'كابول')",
267,20180411_4550.txt,,,,,
268,20140223_1375.txt,,"('مقتل', 'قتل')","('افغانيين', 'شخصان')","('فارياب', 'فارياب')",
269,20141230_11847.txt,,"('مصرع', 'مصرعهم')","('جنود أفغان', 'جنود أفغان')",,
270,20081130_84.txt,,,,,
271,20180315_3855.txt,"('الجيش الأمريكي',)","('سيتعاون',)","('قوات الدفاع والأمن الأفغانية',)",,
272,20150914_8526.txt,"('وكالة الاستخبارات الأفغانية', 'حلف شمال الأطلسي')","('مقتل', 'تصفية')","('للقاعدة', 'القاعدة')",,
273,20181002_104.txt,,"('هجوم انتحاري', 'قتل', 'هجوم انتحاري')","('انتخابيا', 'انتخابيا')",,"('ننغرهار',)"
274,20170517_5970.txt,,"('انتحاريون', 'يهاجمون', 'قتل')","('مقر التلفزيون الحكومي', 'شخصان')","('جلال آباد',)",
275,20170507_5472.txt,"('وزارة الدفاع الافغانية',)","('غارات جوية',)","('طالبان', 'داعش', 'مسلحا', '""خوراسان""')",,
276,20150929_9069.txt,"('طالبان', 'طالبان')","('سيطرتها',)","('مدينة قندوز',)","('قندوز', 'قندوز')",
277,20180430_5343.txt,,"('انفجارين', 'مصرعهم', 'اصيب', 'انفجارين')",,"('كابول', 'كابول')",
278,20181226_4101.txt,"('قيادة القوات الخاصة الأفغانية',)","('مقتل', 'مقتل')","('مسلحين', 'مسلحين', 'مسلحين')",,
279,20120523_1424.txt,,,,,
280,20120607_3135.txt,,,,,
281,20141204_10790.txt,,,,,
282,20140703_5405.txt,,"('مقتل', 'قتلوا', 'أصيبوا')","('طفلا', 'طفلا', 'طفلا')",,
283,20111127_5966.txt,,,,,
284,20150613_5379.txt,"('طالباني', 'طالبان')","('هجوم', 'هاجم')","('شرطيًّا أفغانيًّا', 'للشرطة الأفغانية')",,
285,20140815_6419.txt,,"('مقتل', 'قتل')","('مسلحا', 'طالبان', 'مسلحا', 'طالبان')",,
286,20170516_5916.txt,"('القوات الأفغانية', 'قوات الأمن الأفغانية')","('السيطرة', 'استعادة')","('مركز مقاطعة', 'مركز ""قلعة الذال""')",,
287,20141112_9980.txt,,,,,
288,20180207_2101.txt,"('الرئيس الأفغاني',)","('أقال', 'الهجوم')","('ضباط',)","('كابول', 'كابول')",
289,20170518_6070.txt,"('التعاون الإسلامي', 'التعاون الإسلامي', 'مسلحون')","('هجوم', 'هجوم')","('محطة تلفزيونية',)",,
290,20180315_3904.txt,,,,,
291,20140808_6212.txt,"('طالبان',)","('مصرع', 'مصرع', 'إطلاق نار')","('الشرطة الأفغانية', 'الشرطة الأفغانية')",,
292,20110819_4115.txt,,"('مقتل', 'قتل')","('جندي بولندي', 'جندي بولندي')",,"('غزنة', 'غزنة')"
293,20111127_5961.txt,,,,,
294,20120525_1702.txt,,,,,
295,20120822_3315.txt,,,,,
296,20180427_5309.txt,"('الناتو', 'حلف شمال الأطلسي')","('يدعو', 'طالب')","('طالبان', 'طالبان')",,
297,20180430_5394.txt,,"('الهجومين', 'الهجومين')",,"('كابل', 'كابل')",
298,20140227_1535.txt,"('للشرطة', 'الجيش الافغاني', 'ا')","('مقتل',)","('مسلحا',)",,"('نانجارهار',)"
299,20111027_5443.txt,,,,,
300,20180423_5048.txt,"('داعش', 'داعش')","('قتل', 'أصيب', 'قتل')","('نساء وأطفال',)",,
