,File,Sources,Actions,Targets,Districts,Provinces
44,20181021_932.txt,"('تنظيم الدولة الإسلامية (داعش)', 'حركة (طالبان)')","('مقتل', 'انفجار', 'مصرعهم', 'انفجار', 'الهجوم', 'تأجلت', 'العنف', 'الهجوم', 'سيطرة', 'منع', 'استولوا', 'تعطيل', 'قتل', 'أصيب', 'العنف', 'الهجمات')","('شخصا', 'شخصا', 'اطفال', 'امرأة', 'ف', 'الانتخابات البرلمانية', 'مديرية (آتشين)', 'ة', 'الإدلاء بأصواتهم', 'القرى', 'العملية البرلمانية', 'شخصا', 'آخرين', 'انتخابات مجلس النواب', 'مراكز الاقتراع')","('مديرية (آتشين)', 'مديرية (آتشين)')","('ولاية ننجرهار', 'مقاطعة سامانجان')"
45,20140901_6927.txt,"('طالبان', 'طالبان', 'طالبان')","('قتل', 'قتل', 'أطلقوا النار', 'أطلقت النار', 'هجوم', 'قتل', 'رعب', 'قتل', 'الهجمات', 'ما')","('مدنيين', 'مدنيا', 'مدنيين', 'مدنيين', 'مدنيين', 'مدنيين')",,"('فرح',)"
46,20140406_2820.txt,"('مسلحين',)","('هجومًا',)",,,
47,20150712_6373.txt,"('طالبان', 'تنظيم الدولة الاسلامية', 'طالبان', 'تنظيم الدولة الاسلامية', 'طائرات أمريكية', 'طالبان', 'سلاح الجو الامريكي', 'ج', 'تنظيم الدولة الاسلامية', 'الدولة الاسلامية', 'طالبان')","('غارة أمريكية', 'قتل', 'قتل', 'ضربة جوية', 'قتل', 'قتل', 'الغارة الجوية', 'هجمات', 'هدفا', 'هجمات', 'قتل', 'غارة جوية', 'طرد', 'سقطت', 'اشتباكات', 'حذرت', 'طالبته بالابتعاد')","('داعش', 'تنظيم الدولة الاسلامية', 'منطقة أتشين', 'أتشين', 'طالبان', 'أتشين', 'طالبان', 'تنظيم الدولة الاسلامية')","('أتشين', 'أتشين')","('اقليم ننكرهار', 'اقليم ننكرهار', 'اقليم ننكرهار')"
48,20150802_7134.txt,"('طالبان', 'طالبان', 'طالبان', 'طالبان')","('وفاة',)","('الملا عمر', 'الملا عمر')",,
49,20180410_4547.txt,,"('تفجيرا', 'استهدف', 'لتفجير', 'قتلى', 'جرحى')","('سوقا شعبيا', 'سوق شعبي')",,"('ولاية هرات',)"
50,20180124_1294.txt,"('داعش',)","('هجوم', 'هجوم', 'استهدف', 'هجوم', 'قتيلين', 'جريحا')","('منظمة (انقذوا الاطفال) الخيرية', 'منظمة (أنقذوا الاطفال)')","('جلال أباد',)",
51,20181129_2849.txt,,"('الهجمات الإرهابية', 'انفجار', 'مقتل', 'إصابة', 'ي', 'الهجوم')","('الجنود الأمريكيين', 'مجمع لمجموعة أمنية بريطانية')","('مدينة غزنة', 'العاصمة الأفغانية كابول')",
52,20150517_4619.txt,"('طالبان',)","('قتل', 'إصابة', 'انفجار', 'ملغومة', 'قتل', 'جرح', 'اصطدام', 'ملغومة', 'ملغومة', 'سقوط', 'قتل', 'قتل', 'انتحاريا', 'قتل', 'انفجار', 'أصيب', 'انفجار', 'تدمير', 'قتل', 'هجمات')","('اتحاد الأوروبي', 'اتحاد الأوروبي', 'المطار الرئيسي', 'المدنيين', 'مواطن بريطاني', 'مواطنا بريطانيا', 'مطار كابول', 'حلف الأطلسي', 'مدنيين')","('كابول', 'كابول', 'كابول', 'كابول', 'كابول', 'العاصمة الأفغانية', 'كابول')",
53,20181002_104.txt,"('المرشح', 'تنظيم الدولة الاسلامية', 'حركة طالبان', 'تنظيم الدولة الإسلامية')","('قتيلا', 'هجوم انتحاري', 'استهدف', 'قتل', 'هجوم انتحاري', 'استهدف', 'عملية انتحارية', 'أصيبوا', 'جروح', 'فجر', 'الانتحاري', 'ت', 'نجا من الهجوم', 'الهجوم', 'ج', 'قتل', 'هجمات', 'عرقلة العملية الانتخابية', 'هجمات', 'م')","('تجمعا انتخابيا', 'شخصا', 'تجمعا انتخابيا', 'شخصا', 'تجمع انتخابي', 'ج', 'مرشحين')",,
54,20170507_5472.txt,"('طالبان', 'داعش')","('قتيل', 'غارات جوية', 'قتل', 'لقصف الجوي', 'قتل', 'قصف جوي', 'قتل', 'قتل', 'قصف جوي', 'دمرت', 'لقصف الجوي', 'قتل', 'قصف جوي', 'دمرت')","('طالبان', 'داعش', 'لجماعة ""خوراسان""', 'داعش', 'طالبان', 'داعش', 'قائد', 'طالبان', 'طالبان', 'مسلحين', 'سياراتهم')","('منطقة أشين', 'منطقة ""زيباك""', 'منطقة ""خانشين""')","('إقليم نانجارهار', 'إقليم باداخشان', 'إقليم هلمند')"
55,20180430_5343.txt,"('سائق', 'السلطات الأفغانية')","('مصرع', 'اصابة', 'انفجارين', 'مصرع', 'اصيب', 'انفجارين', 'تفجيرات', 'هجوم انتحاري', 'انفجار', 'انفجار', 'المصابين', 'المصابين', 'مصرع', 'انفجار', 'هجوم', 'تسجيل')","('شخصا', 'شخصا', 'شخصا', 'جنديان', 'مدنيين', 'بالغ', 'مركز اقتراع للانتخابات البرلمانية', 'مجلس المقاطعة')","('كابول', 'العاصمة الافغانية', 'كابول')","('هلمند',)"
56,20181226_4101.txt,"('قيادة القوات الخاصة الأفغانية', 'قوات حلف الناتو', 'جماعة طالبان')","('مقتل', 'غارات جوية', 'مقتل', 'شن', 'غارات جوية', 'لقوا مصرعهم', 'غارة جوية', 'قتلا', 'تدعمها', 'هجماتها', 'الاستيلاء', 'تعزيز')","('مسلحين', 'مسلحين', 'مسلحين بارزين من تنظيم (داعش)', 'جماعة طالبان', 'قوات الأمن الأفغانية', 'مسلحين', 'أراضى', 'مواقعها')","('منطقة باتشير وا أجام', 'منطقة محمد أغا')","('ولاية نانجارهار', 'ولاية لوجار')"
57,20150613_5379.txt,"('طالبان', 'طالبان', 'مسلحون', 'طالبان', 'شرطة الأفغانية', 'طالبان', 'طالبان')","('مصرع', 'هجوم', 'هاجم', 'قتل', 'هجوم', 'هاجم', 'إطلاق نار', 'قتل', 'اشتباكات', 'قتل')","('شرطيًّا', 'شرطة الأفغانية', 'شرطي', 'شرطيًّا', 'مسلحين')","('منطقة قلعة موسى',)","('إقليم هلمند',)"
58,20170516_5916.txt,"('القوات الأفغانية', 'قوات الأمن الأفغانية', 'طالبان', 'القوات الخاصة', 'القوات الأفغانية', 'طالبان', 'طالبان')","('سيطرة', 'استعادة', 'اجتاحت', 'ا', 'استعادة', 'سيطرة', 'زرع الألغام', 'سيطرت')","('مركز مقاطعة', 'مركز ""قلعة الذال""', 'عاصمة المقاطعة', 'المجمعات', 'مركز مقاطعة')","('قلعة الذال', 'قلعة الذال')","('إقليم قندوز',)"
59,20170518_6070.txt,"('مسلحون',)","('هجوم', 'هجوم', 'استهدف', 'سقوط', 'جرح', 'استهدف')","('محطة تلفزيونية', 'محطة للإذاعة والتلفزيون', 'أشخاص', 'آخرين', 'أشخاص')","('جلال أباد',)","('نانجرهار',)"
60,20140808_6212.txt,"('طالبان', 'طالبان', 'طالبان', 'طالبان')","('مصرع', 'اشتباكات', 'مصرع', 'إطلاق نار', 'استهدف', 'اشتباكات')","('الشرطة', 'الشرطة', 'نقطة تفتيش', 'نقطة تفتيش', 'الشرطة')","('سانجين',)","('هلمند',)"
61,20110819_4115.txt,,"('قتل', 'هجوم', 'إستهدف', 'قتل', 'إنفجار', 'إستهدف', 'قتيل', 'لقى مصرعه', 'انفجار', 'هجوم', 'أصيبوا', 'هجوم', 'قتل', 'قتل')","('جندي بولندي', 'جندي بولندي', 'جندياً بولندياً', 'الشرطة الافغانية')",,"('ولاية غزنة', 'ولاية غزنة')"
62,20180430_5394.txt,,"('الهجومين الإرهابيين', 'الهجومين الإرهابيين', 'ضحيتهما', 'القتلى', 'الجرحى')",,"('كابل', 'العاصمة الأفغانية', 'كابل')",
63,20170523_6212.txt,"('مسلحون', 'طالبان', 'طالبان', 'أعداء افغانستان', 'طالبان')","('قتل', 'هجوم', 'قتل', 'هاجم', 'هجوم', 'قتل', 'هجوم', 'هاجم', 'استشهاد', 'اصابة', 'جروح', 'هجوم', 'هجوم', 'قتل', 'اعتداء')","('جنود', 'قاعدة للجيش', 'جنود', 'قاعدتهم العسكرية', 'شرطيا', 'معسكر اشاكزاي', 'جنود', 'اخرين', 'لقوات الافغانية', 'قوات الامن', 'قوات الامن')","('شاه والي كوت', 'شاه والي كوت')","('ولاية قندهار', 'ولاية زابل', 'قندهار', 'ولاية بلخ')"
64,20181013_557.txt,"('حركة طالبان',)","('تفجير', 'استهدف', 'تفجير', 'استهدف', 'قتلى', 'جرحى', 'قتلوا', 'انفجار', 'استهدف', 'أصيبوا', 'جروح', 'انفجار', 'جرحى', 'تحذير', 'انسحاب')","('تجمعا انتخابيا', 'تجمعا انتخابيا', 'شخصا', 'تجمعا انتخابيا', 'شخصا', 'للمرشحين', 'الانتخابات التشريعية')","('منطقة الرستاق', 'منطقة الرستاق')","('إقليم طخار', 'ولاية تخار')"
65,20150910_8418.txt,"('الجيش الوطني الأفغاني', 'الجيش الوطني الأفغاني', 'خبراء المتفجرات')","('قتل', 'قتل', 'قتل', 'أصابوا', 'ألقوا القبض', 'الغارات', 'هجمات', 'عثروا', 'أبطلوا')","('مسلحا', 'مسلحا', 'مسلحا', 'مسلحا', 'قنبلة', 'لغم')",,
66,20180106_327.txt,"('حلف شمال الأطلسي', 'سكان', 'داعش', 'داعش', 'شخصاً')","('قتل', 'قصف جوي', 'قتل', 'أصيب', 'قصف جوي', 'القصف', 'توسط', 'تحتجز', 'استهدافها', 'القصف الجوي', 'ضمان إطلاق سراح', 'قُتلت', 'القصف')","('مدنيين', 'مدنيين', 'إطلاق سراح إمام', 'إمام', 'لأمام', 'داعش')","('منطقة درزاب',)","('إقليم جوزجان', 'إقليم جوزجان')"
67,20150627_5941.txt,"('طالبان', 'طالبان', 'طالبان')","('هجوم', 'هجوم', 'استهدف', 'هجوم', 'هجوم', 'مصرع', 'جرح')","('البرلمان', 'برلمان')","('كابول',)",
68,20150729_7001.txt,,"('وفاة', 'وفاة', 'وفاة', 'توفي')","('ا', 'الملا محمد عمر', 'ا', 'طالبان', 'الملا محمد عمر', 'الملا محمد عمر')",,
69,20151003_9349.txt,"('طالبان', 'القوات الأفغانية الحكومية', 'القوات الدولية')","('مصرع', 'إصابة', 'قصف جوي', 'استهدف', 'مصرع', 'أصيب', 'هجوم جوي', 'استهدف', 'قصف', 'قتل', 'اجتاحت', 'استعادت')","('مستشفى', 'مستشفى', 'مستشفى', 'مدينة ""قندوز""')","('قندوز',)","('محافظة ""قندوز""',)"
