,File,Sources,Actions,Targets,Districts,Provinces
13,20150514_4532.txt,"('قوات الأمن', 'المسلحين', 'مسلحين', 'قوات الأمن')","('إنهاء حصار', 'مقتل', 'الهجوم', 'انتهى حصار', 'قُتل', 'الهجوم', 'مقتل', 'إنهاء حصار', 'أنقذت', 'مقتل', 'الهجوم', 'اقتحم', 'احتجزوا', 'اقتحموا', 'الهجوم')","('دار الضيافة', 'مواطن أمريكي', 'دار الضيافة', 'أمريكي', 'أشخاص', 'هنود', 'شخصا', 'مواطن أمريكي', 'دار الضيافة', 'دار بارك بالاس هوتيل', 'نزل', 'هنود')","('كابول', 'كابول', 'كابول', 'كابول', 'كابول', 'حي كولولا بوشتا')",
14,20181104_1574.txt,"('طالبان', 'قائد قوة حلف شمال الأطلسي', 'الجنرال الأمريكي سكوت ميلر', 'عسكريين', 'عسكريين', 'طالبان', 'طالبان')","('مقتل', 'هجوم', 'قُتل', 'أصيب', 'هجوم', 'هجوم', 'يستهدف', 'يستهدف', 'هجوم', 'قتل', 'هجوم', 'نجا', 'قُتل', 'هجوم', 'قتل', 'قُتل', 'قتل', 'هجوم', 'هجوم', 'هجوم', 'مقتل', 'أصيب', 'هجوم', 'هجوم', 'قُتل', 'أصيب', 'هجوم', 'هجوم')","('جندي أمريكي', 'جندي أمريكي', 'القوات الدوليّة', 'القوّات الأجنبية', 'قائد شرطة الولاية', 'الجنرال عبدالرازق', 'المهاجم', 'المهاجم', 'الجيش الأمريكي', 'جندي أمريكي', 'جندي أمريكي', 'الجيش الأمريكي', 'أشخاص', 'الجنرال عبدالرازق', 'شخصًا', 'الجنرال الأمريكي', 'الجنرال الأمريكي جيفري سمايلي', 'جندي تشيكي')","('كابول', 'كابول', 'كابول')","('قندهار', 'هرات', 'قندهار', 'قندهار', 'قندهار', 'قندهار', 'قندهار', 'هرات', 'هرات')"
15,20170319_3491.txt,"('جندي أفغاني', 'جندي أفغاني')","('إصابة', 'أصيبوا')","('جنود أمريكيين', 'جنود أمريكيين')",,"('هلمند', 'هلمند')"
16,20140223_1340.txt,"('طالبان',)","('مقتل', 'هجوم', 'قتل', 'هجوم', 'قتل', 'هجوم', 'مقتل')","('جندياً أفغانياً', 'جندياً أفغانياً', 'جندياً', 'المسلحين')",,
17,20151028_10537.txt,"('القوات الأمنية الأفغانية', 'طالبان', 'طالبان', 'طالبان')","('مقتل', 'عملية عسكرية', 'تصفية', 'عملية عسكرية', 'قتل', 'معركة', 'هاجموا', 'قتل', 'الاشتباكات')","('مسلحا', 'مسلحا', 'طالبان', 'رهينة', 'القوات الأفغانية', 'شرطيا')","('دارقند',)","('نانجرهار', 'تخار')"
18,20140808_6226.txt,"('طالبان', 'طالبان', 'طالبان', 'طالبان')","('مقتل', 'اشتباكات', 'مصرع', 'اطلاق نار', 'الهجوم', 'استهدف', 'اشتباكات', 'الهجوم')","('رجال الشرطة', 'رجال الشرطة', 'نقطة تفتيش', 'نقطة تفتيش', 'الشرطة')","('سانجين', 'كابول', 'كابول')","('هلمند',)"
19,20170308_3013.txt,"('داعش',)","('الهجوم ""الإرهابي""', 'الهجوم ""الإرهابي""', 'استهدف', 'الهجوم', 'استهدف', 'مقتل', 'اصابة', 'هجوم انتحاري')","('مستشفى عسكري', 'مستشفى عسكري', 'المرضى', 'أطباء', 'عاملين', 'مرضى', 'مستشفى عسكري')","('كابول', 'كابول', 'كابول')",
20,20180129_1687.txt,"('داعش', 'داعش', 'داعش', 'داعش', 'مسلحين', 'مسلحين', 'القوات الخاصة الأفغانية', 'داعش')","('هجوما', 'هجوم', 'هجوم', 'يستهدف', 'هاجموا', 'قتلوا', 'أصابوا', 'هجوما', 'إطلاق صواريخ', 'هجوم', 'الاعتداء', 'استهدف', 'انفجار', 'جرح', 'تطوق', 'استهدف')","('قاعدة عسكرية', 'أكاديمية مارشال فهيم العسكرية', 'الأكاديمية العسكرية', 'موقعا للجيش', 'الأكاديميات العسكرية', 'جنديا', 'أكاديمية مارشال فهيم العسكرية', 'فندق', 'فندق إنتركونتينتال', 'سيارة الإسعاف', 'جنود أفغان', 'المهاجمين', 'جنود أفغان', 'قاعدة مارشال فهيم')","('كابول', 'كابول', 'العاصمة الأفغانية', 'كابول', 'كابل', 'كابول', 'كابول')",
21,20150730_6972.txt,"('طالبان', 'طالبان', 'طالبان', 'طالبان', 'طالبان', 'طالبان', 'طالبان', 'طالبان')","('وفاة', 'توفى', 'توفى', 'توفى')","('الملا عمر', 'الملا عمر', 'الملا عمر', 'الملا عمر')",,
22,20170521_6199.txt,"('طالبان', 'طالبان', 'الحركة')","('مقتل', 'هجوم', 'مصرع', 'هجمات', 'هجمات', 'استهدفت')","('شرطيًا أفغانيًا', 'شرطيًّا', 'شرطة')","('شاه جوي',)","('زابل', 'زابل')"
23,20170222_2425.txt,"('قوات الأمن الوطنية الأفغانية',)","('مقتل', 'جرح', 'مقتل', 'جرح', 'قتلهم', 'قضاء على')","('داعش', 'داعش', 'داعش', 'داعش')",,"('ننجرهار', 'ننجرهار')"
24,20150226_2150.txt,"('طالبان', 'طالبان', 'ذبيح الله مجاهد')","('انفجار', 'يستهدف', 'التفجير', 'لم يكن يستهدف')","('أمريكيين', 'أتراكا')","('كابول',)",
25,20180321_4003.txt,,"('الهجوم الإرهابي', 'التفجير الإرهابي', 'مقتل', 'إصابة')","('جامعة كابول', 'جامعة كابول', 'شخصاً')",,
26,20141213_11149.txt,"('طالبان', 'طالبان', 'المهاجمين', 'قوات أفغانية')","('يقتلون', 'قتلت', 'فتحوا النار', 'هجوم', 'مقتل', 'اعتقال')","('عمال إزالة الألغام', 'عمال إزالة الألغام', 'مسلحين')",,"('هلمند',)"
27,20140329_2363.txt,"('مسلحون', 'مسلحين', 'مسلحين', 'طالبان', 'مسلحين')","('يهاجمون', 'هاجموا', 'تشتبك', 'انفجارا', 'اطلاق نار', 'انفجرت')","('مقر اللجنة الانتخابية', 'مقر اللجنة الانتخابية', 'قوات الامن')","('كابول', 'كابول', 'كابول')",
28,20170207_1797.txt,"('الانتحاري', 'الشرطة', 'الشرطة', 'طالبان')","('قتيلا', 'هجوم انتحاري', 'اعتداء انتحاري', 'استهدف', 'اعتداء', 'قتيلا', 'فجر', 'اغلقت', 'اغلقت', 'اعتداء', 'استهدف', 'قتيلا', 'استهدف', 'اعتداء', 'قتيلا', 'فجر', 'هددت', 'قتيلا')","('المحكمة العليا', 'المحكمة العليا', 'المحكمة العليا', 'الطرق', 'الطريق', 'برلمان', 'المحكمة العليا', 'المحكمة العليا')","('كابول', 'كابول', 'كابول', 'كابول', 'كابول')",
29,20150809_7498.txt,"('طالبان', 'طالبان')","('تشنق', 'شنق')","('امرأة', 'امرأة')",,"('بدخشان',)"
30,20150629_5867.txt,"('طالبان', 'طالبان', 'طالبان', 'طالبان', 'طالبان')","('مقتل', 'مقتل', 'قتل', 'فروا', 'الهجوم')",,"('كرخ',)","('هيرات',)"
31,20180422_4965.txt,"('داعش',)","('الهجوم الإرهابي', 'الهجوم', 'استهدف', 'وفاة', 'إصابة')","('مركز لتسجيل الناخبين', 'مركزا لتسجيل الناخبين', 'شخصاً')",,"('كابول', 'العاصمة الأفغانية', 'كابول')"
32,20150705_6195.txt,"('طالبان', 'طالبان', 'طالبان', 'طالبان')","('هجوم', 'يستهدفون', 'قتل', 'هجوم', 'اصيب')","('القوات الامنية الافغانية', 'الحكومة المركزية', 'مدنيان', 'جنديان', 'اجنبيان')",,
33,20151010_9734.txt,"('قوات الأفغانية', 'الناتو', 'الشرطة', 'حلف شمال الأطلسي', 'ناتو')","('مقتل', 'إصابة', 'مقتل', 'إصابة')","('طالبان', 'مسلح')","('قندهار', 'قندهار', 'قندهار')",
34,20120609_3124.txt,"('مسلحون', 'طالبان', 'طالبان')","('مقتل', 'اصابة', 'هجوم', 'قتلوا', 'هجوم', 'هجوم', 'اطلاق نار')","('جنود فرنسيين', 'جنود فرنسيين', 'الجنود الفرنسيين')",,"('كابيسا', 'كابيسا')"
35,20150720_6606.txt,"('أميركية', 'حلف شمال الاطلسي', 'مروحيتين اميركيتين', 'طائرات حربية أميركية', 'قوة ايساف', 'حلف الاطلسي')","('تودي بحياة', 'قتلوا', 'ضربة', 'ضربة', 'هاجمتا', 'دمر', 'قتل', 'ضربات', 'مستهدفة', 'الضربة الجوية', 'الهجوم', 'قتل', 'اصيب', 'صاروخ', 'اطلقته')","('جنديا أفغانيا', 'جنديا أفغانيا', 'معسكر للجيش', 'جيش الافغاني', 'جنديا', 'جنديا افغانيا', 'طالبان', 'متطرفين', 'طالبان', 'جيش الافغاني', 'قوات عسكرية', 'جنود أفغان', 'جيش الافغاني', 'طالبان')","('بركي برك',)","('لوغار', 'لوغار', 'لوغار')"
36,20180124_1221.txt,"('مسلحين',)","('هجوم', 'هجوم', 'استهدف', 'اصابة', 'اقتحام')","('منظمة حقوقية دولية', 'شخصا', 'مكتب منظمة انقاذ الطفولة')","('جلال اباد', 'جلال اباد', 'جلال اباد')","('نانجارهار',)"
37,20150703_6119.txt,"('القوات الباكستانية',)","('قصف', 'قصفت')",,,"('بكتيكا',)"
38,20170308_2947.txt,"('القوات الخاصة للشرطة', 'قوات الأمن', 'المهاجمين', 'تنظيم الدولة الإرهابي', 'المسلحين', 'المهاجمين', 'المهاجمون')","('مصرع', 'إصابة', 'هجوم', 'قتل', 'أصيب', 'جروح', 'هجوم', 'هجوم', 'استهدف', 'الاشتباكات', 'قتل', 'إصابة', 'جروح', 'هجوم', 'إصابة', 'هجوم', 'فجر', 'إطلاق النار', 'مصرع', 'إصابة', 'هجوم')","('مستشفى عسكري', 'مستشفى عسكري', 'مستشفى عسكري', 'مستشفى', 'مستشفى ""سردار محمد داود خان العسكري""', 'مستشفى', 'مستشفى عسكري')","('وزير أكبر خان', 'كابول', 'كابل')",
39,20140810_6334.txt,,"('مصرع', 'هجوم انتحاري', 'مصرع', 'أصيب', 'هجوم انتحاري', 'استهدف', 'قتلوا', 'أصيب', 'تفجير', 'استهدف', 'أصيب', 'الهجوم', 'الهجوم', 'الهجوم')","('مدنيين', 'الناتو', 'مدنيين', 'ايساف', 'مدنيين', 'ايساف', 'جنود', 'ايساف')","('كابول', 'كابول')",
40,20181007_317.txt,"('طالبان', 'المسلحين', 'طالبان', 'قوات أمن', 'طالبان', 'ذبيح الله مجاهد', 'المسلحين')","('مقتل', 'مقتل', 'اشتباكات', 'نار', 'قتلوا', 'قتل', 'هجوم', 'دمروا', 'منعوا الدخول', 'هجوم', 'سيطروا', 'قتلوا', 'استولوا', 'مقتل')","('عناصر الشرطة', 'رجال الشرطة', 'مبنى حكومي', 'مدير شرطة', 'رجال شرطة', 'رجال الشرطة', 'مساكن', 'نقاط التفتيش', 'الأحياء المحلية', 'المسلحين', 'منطقة', 'نقاط التفتيش', 'أفراد قوات الأمن', 'الأسلحة', 'الذخيرة', 'المركبات', 'عناصر الشرطة')","('سيد آباد', 'سيد آباد')","('وردك',)"
41,20140506_3457.txt,"('القوات الأفغانية', 'السلطات الأمنية الافغانية', 'قوات الأمن الوطنى')","('تقتل', 'قتلت', 'مصرع', 'اصيبوا')","('مسلحي طالبان', 'طالبان', 'طالبان', 'حاكم الظل', 'مسلحى', 'طالبان', 'حاكم الظل', 'مسلحا', 'طالبان')","('بوردول', 'جانال', 'جيلان')","('غزنى',)"
42,20150716_6550.txt,"('مسلحو',)","('مقتل', 'غارة جوية', 'غارة جوية', 'مقتل', 'الغارة', 'استهدفت', 'هجوم')","('مسلحين', 'حقاني', 'حقاني', 'شرطة الأفغانية')",,"('ميدان ورداك', 'ميدان ورداك')"
43,20150419_3815.txt,"('داعش', 'القاعدة', 'طالبان', 'داعش', 'طالبان', 'القاعدة', 'عناصر مسلحة', 'القاعدة', 'طالبان')","('الاعتداء الانتحاري', 'قتيلا', 'مبايعة')",,,
44,20181021_932.txt,"('تنظيم الدولة الإسلامية', 'داعش', 'طالبان')","('مقتل', 'انفجار', 'مصرع', 'انفجار', 'الهجوم', 'تأجلت', 'العنف', 'الهجوم', 'منع', 'استولوا', 'تعطيل', 'قتل', 'أصيب', 'العنف', 'الهجمات')","('شخصا', 'شخصا', 'اطفال', 'امرأة', 'الانتخابات البرلمانية', 'الناس', 'الإدلاء بأصوات', 'القرى', 'العملية البرلمانية', 'شخصا', 'انتخابات مجلس النواب', 'مراكز الاقتراع')","('آتشين', 'آتشين')","('ننجرهار', 'سامانجان')"
45,20140901_6927.txt,"('طالبان', 'طالبان', 'طالبان')","('قتل', 'قتل', 'أطلقوا النار', 'أطلقت النار', 'الهجوم', 'قتل', 'استهداف', 'قتل')","('مدنيين', 'مدنيا', 'عاملا', 'مدنيين', 'مدنيين', 'مدنيين', 'مدنيين')",,"('فرح',)"
46,20140406_2820.txt,"('مسلحين',)","('هجومًا',)",,,
47,20150712_6373.txt,"('طالبان', 'تنظيم الدولة الاسلامية', 'طائرات أمريكية', 'سلاح الجو الامريكي', 'الدولة الاسلامية', 'طالبان')","('غارة أمريكية', 'تقتل', 'قتل', 'ضربة جوية', 'قتل', 'الغارة الجوية', 'هجمات', 'هدفا', 'هجمات', 'قتلت', 'غارة جوية', 'طرد', 'اشتباكات', 'حذرت')","('داعش', 'تنظيم الدولة الاسلامية', 'طالبان', 'تنظيم الدولة الاسلامية', 'قياديي', 'التنظيم المتشدد', 'طالبان', 'ا', 'منطقة أتشين', 'طالبان', 'تنظيم الدولة الاسلامية', 'طالبان', 'تنظيم الدولة الاسلامية')","('أتشين', 'أتشين', 'أتشين')","('ننكرهار', 'ننكرهار', 'ننكرهار')"
48,20150802_7134.txt,"('طالبان', 'طالبان', 'طالبان', 'طالبان')","('وفاة',)","('الملا عمر', 'الملا عمر')",,
49,20180410_4547.txt,,"('تفجيرا', 'استهدف', 'تفجير')","('سوقا شعبيا', 'سوق شعبي')",,"('هرات',)"
50,20180124_1294.txt,"('داعش',)","('الهجوم', 'هجوم', 'استهدف', 'الهجوم', 'قتيلين', 'جريحا')","('منظمة (انقذوا الاطفال) الخيرية', 'منظمة (أنقذوا الاطفال) غير الحكومية البريطانية')","('جلال أباد',)",
51,20181129_2849.txt,,"('الهجمات الإرهابية', 'انفجار', 'مقتل', 'إصابة', 'الهجوم')","('الجنود الأمريكيين', 'مجمع لمجموعة أمنية بريطانية')","('غزنة', 'العاصمة الأفغانية', 'كابول')",
52,20150517_4619.txt,"('انتحاريا', 'طالبان')","('مقتل', 'إصابة', 'انفجار', 'ملغومة', 'قتل', 'جرح', 'اصطدام', 'ملغومة', 'ملغومة', 'صدم', 'سقوط', 'قتل', 'قتل', 'صدم', 'مقتل', 'انفجار', 'أصيب', 'الانفجار', 'تدمير', 'قتل')","('اتحاد الأوروبي', 'اتحاد الأوروبي', 'المطار الرئيسي', 'المدنيين', 'مواطن بريطاني', 'مواطنا بريطانيا', 'أجنبية', 'مطار كابول', 'حلف الأطلسي', 'مدنيين', 'مركبتين', 'جنود')","('كابول', 'كابول', 'كابول', 'كابول', 'كابول', 'كابول', 'كابول')",
53,20181002_104.txt,"('تنظيم الدولة الاسلامية', 'طالبان', 'تنظيم الدولة الإسلامية')","('هجوم انتحاري', 'استهدف', 'قتل', 'هجوم انتحاري', 'استهدف', 'أصيبوا', 'فجر', 'الهجوم', 'قتل', 'هجمات')","('تجمعا انتخابيا', 'شخصا', 'تجمعا انتخابيا', 'شخصا', 'تجمع انتخابي', 'مرشحين')",,"('ننغرهار',)"
54,20170507_5472.txt,,"('قتيلا', 'غارات جوية', 'قتلوا', 'القصف الجوي', 'قتل', 'قصف جوي', 'قتل', 'قتلوا', 'قصف جوي', 'دمرت', 'القصف الجوي', 'قتلوا', 'قصف جوي', 'دمرت')","('طالبان', 'داعش', 'خوراسان', 'داعش', 'طالبان', 'داعش', 'قائدا', 'الجماعة الارهابية', 'طالبان', 'مسلحين', 'طالبان', 'مسلحين', 'سياراتهم', 'طالبان', 'داعش')","('أشين', 'زيباك', 'خانشين')","('نانجارهار', 'باداخشان', 'هلمند')"
55,20180430_5343.txt,"('سائق دراجة نارية',)","('مصرع', 'اصابة', 'انفجارين', 'مصرع', 'اصيب', 'انفجارين', 'التفجيرات', 'هجوم انتحاري', 'انفجار', 'انفجار', 'مصرع', 'انفجار')","('شخصا', 'شخصا', 'شخصا', 'أفراد الطوارئ', 'الصحفيين', 'جنديان', 'مدنيين')","('كابول', 'العاصمة الافغانية', 'كابول', 'كابول', 'شاش داراك')","('هلمند',)"
56,20181226_4101.txt,"('القوات الخاصة الأفغانية',)","('مقتل', 'غارات جوية', 'مقتل', 'غارات جوية', 'مصرع', 'غارة جوية', 'قتلا')","('مسلحين', 'مسلحين', 'مسلحين', 'داعش', 'طالبان')","('باتشير وا أجام', 'محمد أغا')","('نانجارهار', 'لوجار')"
57,20150613_5379.txt,"('طالبان', 'طالبان', 'طالبان', 'طالبان', 'طالبان')","('مصرع', 'هجوم', 'هاجم', 'مقتل', 'هجوم', 'هاجم', 'إطلاق نار', 'مقتل', 'قتلوا')","('شرطيًّا', 'شرطة الأفغانية', 'شرطيا', 'الحكومة', 'الحكومة', 'شرطيًّا', 'مسلحين', 'شرطة الأفغانية', 'الحكومة')","('قلعة موسى',)","('إقليم هلمند',)"
58,20170516_5916.txt,"('القوات الأفغانية', 'قوات الأمن الأفغانية', 'طالبان', 'القوات الخاصة', 'القوات الأفغانية', 'طالبان', 'طالبان')","('سيطرة', 'استعادة', 'استعادة', 'زرع الألغام', 'سيطرت')","('مركز مقاطعة', 'مركز', 'عاصمة المقاطعة', 'المجمعات', 'مركز مقاطعة')","('قلعة الذال', 'قلعة الذال')","('قندوز',)"
59,20170518_6070.txt,"('مسلحون', 'داعش')","('هجوم', 'هجوم', 'استهدف', 'سقوط', 'استهدف')","('محطة تلفزيونية', 'محطة للإذاعة والتلفزيون', 'أشخاص', 'أشخاص')","('جلال أباد',)","('نانجرهار',)"
60,20140808_6212.txt,"('طالبان', 'طالبان', 'طالبان', 'طالبان')","('مصرع', 'اشتباكات', 'مصرع', 'إطلاق نار', 'الهجوم', 'استهدف', 'اشتباكات', 'الهجوم')","('رجال الشرطة', 'رجال الشرطة', 'نقطة تفتيش', 'نقطة تفتيش', 'الشرطة')","('سانجين',)","('هلمند',)"
61,20110819_4115.txt,,"('مقتل', 'هجوم', 'إستهدف', 'قتل', 'إنفجار', 'إستهدف', 'هجوم مسلح', 'أصيبوا')","('جندي بولندي', 'جندي بولندي', 'القوات البولندية', 'جندياً بولندياً', 'الشرطة الافغانية')",,"('غزنة', 'غزنة')"
62,20180430_5394.txt,,"('الهجومين الإرهابيين', 'الهجومين الإرهابيين', 'قتل', 'جرح')",,"('كابل', 'العاصمة الأفغانية', 'كابل')",
63,20170523_6212.txt,"('مسلحون', 'طالبان', 'طالبان', 'أعداء', 'طالبان')","('مقتل', 'هجوم', 'قتل', 'هاجم', 'مقتل', 'هجوم', 'هجوم', 'هاجم', 'استشهاد', 'اصابة', 'هجوم', 'مقتل', 'اعتداء')","('جنود', 'قاعدة للجيش', 'جنود', 'قاعدتهم العسكرية', 'شرطيا', 'معسكر اشاكزاي', 'جنود', 'قوات الامن', 'قوات الامن')","('شاه والي كوت', 'شاه والي كوت')","('قندهار', 'زابل', 'قندهار', 'بلخ')"
64,20181013_557.txt,"('طالبان',)","('تفجير', 'استهدف', 'تفجير', 'استهدف', 'قتلوا', 'انفجار', 'استهدف', 'أصيبوا', 'تحذير', 'انسحاب')","('تجمعا انتخابيا', 'تجمعا انتخابيا', 'شخصا', 'دراجة نارية', 'تجمعا انتخابيا', 'شخصا', 'مرشحين')","('الرستاق', 'الرستاق')","('طخار', 'تخار')"
65,20150910_8418.txt,"('الجيش الوطني الأفغاني', 'الجيش الوطني الأفغاني', 'خبراء المتفجرات')","('مقتل', 'مقتل', 'مقتل', 'أصابوا', 'ألقوا القبض', 'الغارات', 'هجمات', 'عثروا', 'أبطلوا')","('مسلحا', 'مسلحا', 'مسلحا', 'مسلحا', 'قنبلة', 'لغما')",,
66,20180106_327.txt,,"('قتل', 'قصف جوي', 'قتل', 'أصيب', 'قصف جوي', 'القصف', 'قُتلت', 'القصف')","('مدنيين', 'مدنيين', 'داعش', 'داعش', 'داعش')","('درزاب', 'درزاب')","('جوزجان', 'فارياب', 'جوزجان')"
67,20150627_5941.txt,"('طالبان', 'طالبان', 'طالبان')","('الهجوم', 'الهجوم', 'استهدف', 'الهجوم', 'مصرع', 'جرح')","('البرلمان', 'برلمان')","('كابول',)",
68,20150729_7001.txt,,"('وفاة', 'وفاة', 'وفاة', 'توفي')","('الملا محمد عمر', 'طالبان', 'الملا محمد عمر', 'الملا محمد عمر')",,
69,20151003_9349.txt,"('أمريكي', 'طالبان', 'القوات الأفغانية الحكومية')","('مصرع', 'إصابة', 'قصف جوي', 'استهدف', 'مصرع', 'أصيب', 'استهدف', 'قصف', 'مقتل', 'اجتاحت', 'استعادت')","('مستشفى', 'مستشفى', 'مستشفى', 'موظفي', 'مدينة')","('قندوز',)","('قندوز', 'قندوز')"
70,20150923_8827.txt,"('مسلحون', 'المسلحين', 'طالبان')","('مقتل', 'هجوم', 'مقتل', 'هجوم', 'هجوم', 'مقتل', 'هجوم', 'اطلقت صاروخ', 'مقتل')","('ناتو', 'قاعدة (باغرام)', 'حلف شمال الاطلسي', 'ناتو', 'جنود', 'قاعدة (باغرام)', 'قاعدة (باغرام)', 'القاعدة الجوية', 'جنود', 'ناتو', 'ناتو')",,"('باروان',)"
71,20170426_5046.txt,"('القوات الأفغانية', 'طالبان', 'طالبان', 'طالبان', 'المهاجم', 'طالبان')","('تتوعد', 'هجوم', 'مقتل', 'مقتل', 'هجوم انتحاري', 'فجر', 'هجوم', 'إصابة', 'التفجير', 'سقوط')","('طالبان', 'قاعدة للجيش', 'شخصا', 'عسكري', 'أفراد', 'قاعدة عسكرية', 'القاعدة', 'أفراد', 'القاعدة', 'مدنيين', 'عسكري')",,"('هوست',)"
72,20140219_1316.txt,"('الجيش الباكستاني', 'الجيش الباكستاني', 'الجيش الباكستاني', 'الجيش الباكستاني', 'الجيش الباكستاني', 'القوات الافغانية')","('قصف', 'قصف', 'اطلق', 'قذيفة مدفعية', 'قصف', 'قصف', 'قصف', 'مصرع', 'قصف', 'قصف', 'اشتباكات')","('السكان', 'الاشخاص')","('دانجام',)","('كونار', 'كونار', 'كونار', 'كونار', 'نورستان', 'كونار', 'نورستان')"
73,20150630_5964.txt,"('طالبان',)","('مقتل', 'إصابة', 'انفجار انتحاري', 'مقتل', 'إصابة', 'انفجار انتحاري', 'قتل', 'أصيب', 'انفجار', 'فجر', 'مقتل', 'إصابة', 'الحادث', 'الهجوم', 'انفجار')","('مدني', 'القوات الأجنبية', 'مدني', 'المحكمة الدستورية', 'السفارة الأمريكية')","('العاصمة الأفغانية', 'العاصمة الأفغانية', 'كابول', 'العاصمة الأفغانية', 'كابول', 'كابول')",
