,File,Sources,Actions,Targets,Districts,Provinces
27,20141015_9041.txt,,"('مصرع', 'إصابة', 'تفجير', 'انفجرت', 'مصرع', 'إصابة', 'قتلوا', 'انفجرت', 'مقتل', 'أصابة')","('رجال الأمن', 'رجال الأمن', 'الانتحاريين', 'افراد الامن')","('العاصمة', 'خوست', 'خوست')","('خوست',)"
28,20111004_5051.txt,,,,,
29,20151212_12182.txt,"('مسلحون', 'طالبان', 'طالبان')","('مقتل', 'إصابة', 'فك الحصار', 'قتل', 'فك الحصار', 'الحصار', 'مقتل', 'إصابة', 'إطلاق نار', 'الهجوم', 'هاجموا')","('الشرطة الأفغانية', 'إسبان', 'المهاجمين', 'السفارة الإسبانية', 'السفارة الإسبانية', 'المهاجمين', 'الشرطة', 'إسبانيين', 'مطار')","('كابول', 'كابول', 'شيربور', 'كابول', 'قندهار')",
30,20180501_5483.txt,,"('الهجومين الإرهابيين', 'قتل', 'إصابة', 'هجومين', 'الهجومين الإرهابيين', 'قتل', 'إصابة', 'استهداف', 'هجومين', 'هجومين', 'استهداف', 'هجومين', 'هجومين')","('شخصاً', 'شخصاً', 'نساء', 'أطفال', 'مسعفون', 'صحافيون', 'شخصاً', 'شخصاً', 'الصحافيين', 'عاملي الطوارىء')","('كابل', 'كابل', 'قندهار', 'كابل', 'قندهار')",
31,20180127_1471.txt,"('طالبان',)","('انفجار', 'قتيلاً', 'جريحاً', 'انفجار', 'قتيلاً', 'انفجار', 'هجوم', 'أودى بحياة')","('فندق', 'فندق إنتركونتننتال', 'شخصاً')","('كابل', 'كابل', 'كابل', 'كابل')",
32,20150225_2028.txt,"('القوات الأميركية', 'طالبان', 'طالبان', 'طالبان', 'طالبان', 'طالبان', 'طالبان', 'طالبان', 'القوات الأميركية', 'طالبان', 'طالبان')","('تعيق', 'المفاوضات', 'المفاوضات', 'المفاوضات')",,"('كابول', 'كابول', 'كابول', 'كابول', 'كابول')",
33,20181009_391.txt,,"('استهدف', 'هجوم الانتحاري', 'استهدف', 'مقتل', 'إصابة')","('تجمعًا انتخابيًا', 'تجمعًا انتخابيًا', 'الأشخاص', 'مرشح انتخابي')",,"('هلمند',)"
34,20140707_5496.txt,,,,,
35,20181020_999.txt,"('طالبان',)","('انفجارات', 'انفجارات', 'انفجارات', 'انفجارات', 'حذرت', 'هجمات')","('مراكز التصويت', 'الناس', 'مراكز الانتخابات')","('كابول', 'كابول', 'كابول', 'كابول')",
36,20081022_56.txt,,,,,
37,20140320_2090.txt,,"('قتيل', 'هجوم انتحاري', 'قتل', 'هجوم', 'استهدف', 'قتل', 'قتل')","('شخصا', 'طالبان', 'شرطيين', 'مركزا للشرطة', 'شرطيين', 'قائد شرطة', 'مدني')","('جلال اباد',)",
38,20170209_1972.txt,"('مسلحون', 'مسلحون', 'مسلحين')","('النار', 'اطلقوا النار', 'قتلوا')","('علام جان مجاهد',)","('بول اى خومرى', 'بول اى خومرى')","('باغلان', 'باغلان')"
39,20170422_4737.txt,"('طالبان', 'طالبان', 'طالبان', 'طالبان', 'طالبان')","('قتل', 'الهجوم', 'قتل', 'الهجوم', 'لقوا مصرعهم', 'الهجوم', 'استهدف', 'هجوم', 'الهجوم', 'مقتل', 'مقتل', 'إصابة', 'هجوم', 'هجوم', 'مقتل', 'مقتل')","('قاعدة عسكرية', 'قاعدة عسكرية أفغانية', 'جندي', 'قاعدة عسكرية', 'جندي', 'جندي', 'قاعدة', 'فيلق', 'قادة الحركة', 'جندي', 'الجيش الأفغاني', 'فيلق')","('مزار شريف',)","('بلخ',)"
40,20180127_1365.txt,,"('تفجير', 'التفجير الإرهابي', 'أودى بحياة', 'الضحايا', 'إصابة')","('الأبرياء',)","('كابول', 'العاصمة الأفغانية', 'كابول')",
41,20170326_3711.txt,,,,,
42,20110621_2838.txt,,,,,
43,20110620_2729.txt,,,,,
44,20180304_3434.txt,"('الولايات المتحدة', 'طالبان', 'الولايات المتحدة', 'طالبان', 'الولايات المتحدة', 'طالبان')","('تدريب', 'تدريب', 'تدريب', 'تسيطر')","('جنود الافغان', 'جنود الافغان', 'الجيش الافغاني', 'محافظة هلمند')",,"('هلمند',)"
45,20111103_5665.txt,,,,,
46,20150518_4671.txt,"('طالبان', 'طالبان', 'الجنود', 'المسلحين', 'طالبان', 'مسلحين', 'طالبان')","('تهاجم', 'هجوم', 'معركة نارية', 'هجوم', 'اطلاق نار')","('نقاط تفتيش', 'نقاط تفتيش', 'المسلحين', 'نقاط التفتيش')",,"('اوروزجان', 'بادغيس')"
47,20120313_5756.txt,"('الناتو', 'طالبان', 'جندي أمريكي', 'حلف شمال الأطلنطي', 'الجندي الأمريكي', 'الجندي الأمريكي')","('مقتل', 'مقتل', 'مقتل', 'أطلق رصاص')","('المدنيين', 'مدنيا', 'المدنيين', 'النساء', 'الأطفال')",,"('قندهار', 'قندهار')"
48,20150701_6053.txt,"('انتحاري',)","('قتيل', 'جريح', 'هجوم', 'مقتل', 'إصابة', 'هجوم', 'هجوم انتحاري', 'استهدف', 'فجر', 'هجوم', 'هجوم', 'هجوم')","('ناتو', 'قوات حلف شمال الأطلسي', 'ناتو', 'ناتو', 'المدنيين')","('كابول', 'كابول', 'كابول', 'كابول', 'كابول')",
49,20140926_8160.txt,"('طالبان', 'طالبان')","('مقتل', 'هجمات', 'اجتاح', 'قتل')","('أشخاص',)","('كابول',)",
50,20180410_4572.txt,,"('مقتل', 'انفجار', 'لقوا حتفهم', 'انفجار', 'أصيبوا', 'قتل', 'انفجار')","('مدنيين', 'سوق رئيسي', 'أشخاص', 'فتاتين', 'صبيين', 'السوق الرئيسي')","('شينداند',)","('هرات', 'هرات')"
51,20120703_2938.txt,"('طالبان', 'طالبان')","('يقتل', 'الهجوم', 'قتل', 'مقتل', 'الهجوم', 'الهجوم', 'قتل')","('جنود بريطانيين', 'الناتو', 'الشرطة', 'ناتو', 'جنود بريطانيين', 'جنود', 'الشرطة', 'جنديا')",,"('هلمند', 'هلمند', 'هلمند')"
52,20110425_1544.txt,"('قوات الأمن', 'قوات الأمن', 'قوات الجيش الأفغاني', 'حلف شمال الأطلسي', 'قوات الجيش')","('مقتل', 'لقوا مصرعهم', 'لقوا مصرعهم', 'مهاجمة', 'قتل')","('متشدد', 'مسلحا', 'مسلحا', 'متشدد', 'مسلحا')","('باراكي باراك', 'باراكي باراك')","('لوجار',)"
53,20110128_714.txt,,,,,
54,20140501_3428.txt,,,,,
55,20080819_32.txt,"('القوات البريطانية', 'مهاجم', 'القوات البريطانية')","('مقتل', 'فجر', 'مقتل', 'إصابة', 'قتل', 'مقتل')","('مدنيين', 'قاعدة عسكرية أمريكية', 'مدنيين', 'مدنيين', 'عمال')",,"('خوست', 'خوست')"
56,20170114_739.txt,"('داعش', 'داعش', 'داعش', 'الجماعة الإرهابية', 'داعش', 'داعش')","('يحرق', 'أحرق', 'إحراق', 'حرق', 'هجر', 'اقتحم', 'أحرق', 'أحرق')","('منزلا', 'منزلا', 'المنازل', 'منزلا', 'المنازل', 'المنازل', 'المنازل')","('كوت', 'بادا جوندا', 'بار سيباي', 'كوت')","('ننغارهار', 'ننغارهار')"
57,20141013_8923.txt,,,,,
58,20180411_4597.txt,"('طالبان',)","('دمرت',)","('تماثيل بوذا',)",,
59,20141126_10473.txt,"('أفغانية', 'أفغانية', 'أفغانية', 'رضا جول')","('تقتل', 'قتل', 'قتل', 'قتل', 'إطلاق النار', 'قتل')","('طالبانيا', 'طالبان', 'طالبان', 'مسلحي', 'طالبان', 'طالبان')",,"('فراه',)"
60,20140805_6137.txt,"('جندي افغاني', 'المعتدي', 'الجيش الافغاني', 'طائرة')","('مقتل', 'اصابة', 'قتل', 'اصاب', 'مقتل', 'هجوم', 'قتل', 'اطلق النيران', 'قتل', 'اصيب', 'اصاب', 'مقتل', 'هجوم', 'فتح النار', 'قتل', 'اصيب', 'هجوم', 'مقتل', 'فتح النار', 'هجوم', 'قتل', 'قتل', 'قتل', 'اطلاق صواريخ', 'غارات', 'قتل')","('جنرال اميركي', 'جنرال اميركي', 'رجل', 'الجنود الافغان', 'حلف شمال الاطلسي', 'جنرال اميركي', 'المعتدي', 'اميركيا', 'ضابط اجنبي', 'الجيش الافغاني', 'ضابط اجنبي', 'الضباط الافغان', 'الجيش الافغاني', 'حلف شمال الاطلسي', 'الجيش الافغاني', 'المعتدي', 'قاعدة شينداد الجوية', 'رجل', 'امراة', 'طفل', 'فتى', 'المدنيين')","('كابول', 'كابول', 'كابول')",
61,20170421_7322.txt,"('طالبان', 'طالبان', 'مسلحون', 'مسلحا', 'الجيش', 'الجيش', 'طالبان', 'طالبان')","('مقتل', 'هجوم', 'قتل', 'أصيب', 'هجوم', 'هجوم', 'يقاوم', 'قتل', 'جريحا', 'مقتل', 'اعتقال', 'اطلاق النار', 'هجوم', 'هجوم', 'قتل', 'هجوم', 'هجوم', 'استهدف')","('جنود', 'جنود', 'قاعدتهم', 'العسكريين', 'العسكريين', 'المهاجمين', 'المهاجمين', 'قوات الجيش', 'جنود', 'مستشفى عسكريا')","('مزار الشريف', 'مزار الشريف', 'كابول')","('بلخ',)"
62,20110916_4657.txt,,,,,
63,20140611_4535.txt,,,,,
64,20140505_3404.txt,"('جيش الأفغاني',)","('مقتل', 'قتل')","('مسلحاً', 'طالبان', 'مسلحاً', 'طالبان')",,
65,20150514_4532.txt,"('قوات الأمن', 'المسلحين', 'مسلحين', 'قوات الأمن')","('إنهاء حصار', 'مقتل', 'الهجوم', 'انتهى حصار', 'قُتل', 'الهجوم', 'مقتل', 'إنهاء حصار', 'أنقذت', 'مقتل', 'الهجوم', 'اقتحم', 'احتجزوا', 'اقتحموا', 'الهجوم')","('دار الضيافة', 'مواطن أمريكي', 'دار الضيافة', 'أمريكي', 'أشخاص', 'هنود', 'شخصا', 'مواطن أمريكي', 'دار الضيافة', 'دار بارك بالاس هوتيل', 'نزل', 'هنود')","('كابول', 'كابول', 'كابول', 'كابول', 'كابول', 'حي كولولا بوشتا')",
66,20140929_8300.txt,,"('انفجارات', 'انفجارات')",,"('العاصمة', 'كابل', 'العاصمة')",
67,20150413_3510.txt,"('طالبان', 'طالبان', 'طالبان', 'طالبان', 'طالبان')","('قتلت', 'قطع الرأس', 'قتلوا', 'قطع الرأس', 'هجوم', 'هجوم', 'فقدان', 'هجمات', 'قتلوا', 'قطعت رؤوسهم', 'هجوم', 'هجوم', 'هجوم', 'هجوم', 'مقتل', 'إصابة', 'فقدان', 'قتلوا', 'هجوم', 'هجمات', 'قتلوا')","('جنديا أفغانيا', 'جندياً أفغانياً', 'جيش', 'قوى الأمن', 'جيش', 'طالبان', 'مقاتلون', 'أجانب', 'جندياَ')","('جرم',)","('بدخشان', 'بدخشان', 'بدخشان')"
68,20180114_705.txt,"('قوات الحكومية', 'قوات الدفاع والأمن الوطني الأفغانية', 'القوات الأميركية', 'حكيم خان', 'قائد الميليشيا', 'القوات الأميركية', 'القوات الأميركية')","('مقتل', 'قتلوا', 'عمليات عسكرية', 'قتلوا', 'الهجمات', 'اعتقال', 'تدمير', 'غارة جوية', 'استهدفت', 'غارة جوية', 'استهدفت', 'قتلوا', 'الغارة الجوية', 'الغارة الجوية', 'النار')","('مسلحاً', 'مسلحاً', 'طالبان', 'مسلحاً', 'مخابئ الإرهابيين', 'أسلحتهم', 'طالبان', 'ميليشيا', 'ميليشيا', 'ميليشيا', 'ميليشيا', 'ميليشيا', 'ميليشيا', 'ميليشيا', 'ميليشيا', 'ميليشيا')","('اشين',)","('ننجرهار', 'لجمان', 'نوريستان', 'جزني', 'أوروزجان', 'هيرات', 'فارياب', 'جوزجان', 'ننجرهار')"
69,20181104_1574.txt,"('طالبان', 'قائد قوة حلف شمال الأطلسي', 'الجنرال الأمريكي سكوت ميلر', 'عسكريين', 'عسكريين', 'طالبان', 'طالبان')","('مقتل', 'هجوم', 'قُتل', 'أصيب', 'هجوم', 'هجوم', 'يستهدف', 'يستهدف', 'هجوم', 'قتل', 'هجوم', 'نجا', 'قُتل', 'هجوم', 'قتل', 'قُتل', 'قتل', 'هجوم', 'هجوم', 'هجوم', 'مقتل', 'أصيب', 'هجوم', 'هجوم', 'قُتل', 'أصيب', 'هجوم', 'هجوم')","('جندي أمريكي', 'جندي أمريكي', 'القوات الدوليّة', 'القوّات الأجنبية', 'قائد شرطة الولاية', 'الجنرال عبدالرازق', 'المهاجم', 'المهاجم', 'الجيش الأمريكي', 'جندي أمريكي', 'جندي أمريكي', 'الجيش الأمريكي', 'أشخاص', 'الجنرال عبدالرازق', 'شخصًا', 'الجنرال الأمريكي', 'الجنرال الأمريكي جيفري سمايلي', 'جندي تشيكي')","('كابول', 'كابول', 'كابول')","('قندهار', 'هرات', 'قندهار', 'قندهار', 'قندهار', 'قندهار', 'قندهار', 'هرات', 'هرات')"
70,20110926_4886.txt,,,,,
71,20170209_1985.txt,,,,,
72,20150323_2828.txt,"('قوات الأمن الأفغانية', 'طالبان', 'قوات الأمن')","('مصرع', 'إصابة', 'اشتباكات', 'اشتباكات', 'مقتل', 'إصابة', 'إطلاق النار', 'معركة', 'مصرع', 'إصابة', 'قتلت', 'هجوم')","('شخصا', 'طالبان', 'شخصا', 'المسلحين', 'نقاط مراقبة', 'الشرطة', 'مدنيين', 'مدنيين', 'مسلحين', 'طالبان')","('ساريبول', 'سوزماقلا')","('ساريبول',)"
73,20170523_6232.txt,,,,,
74,20080911_674.txt,,,,,
75,20120718_2804.txt,"('طالبان',)","('تدمير', 'تدمير', 'هجوم')","('صهريج وقود', 'الناتو', 'صهريج وقود', 'الناتو')",,"('سمنغان',)"
76,20151027_10533.txt,,,,,
77,20140127_311.txt,"('طالبان', 'انتحاريا', 'طالبان', 'حلف شمال الاطلسي', 'طالبان')","('قتلى', 'هجوم', 'قتلوا', 'عملية انتحارية', 'استهدفت', 'قتلى', 'فجر', 'قتلوا', 'جرحوا', 'هجوم', 'هجوم', 'هجوم', 'العملية الانتحارية', 'استهدفت', 'اودت بحياة')","('اشخاص', 'موظفين', 'وزارة الدفاع', 'امرأة', 'موظفين', 'وزارة الدفاع', 'اشخاص', 'امرأة', 'اشخاص', 'مطعما لبنانيا', 'شخصا', 'اجنبيا')","('كابول', 'كابول', 'كابول', 'كابول')",
78,20181018_750.txt,,,,,
79,20180121_945.txt,"('طالبان', 'طالبان', 'قوات الأمن الأفغانية')","('إنقاذ', 'هجوم إرهابي', 'هجوما إرهابيا', 'أودى بحياة', 'الهجوم', 'إطلاق نار', 'إضرام نيران', 'إنقاذ', 'الهجوم الإرهابي')","('فندق', 'فندق', 'أشخاص', 'شخصاً', 'فندق')","('كابل', 'كابل', 'كابل', 'كابل', 'كابل')",
80,20170319_3491.txt,"('جندي أفغاني', 'جندي أفغاني')","('إصابة', 'أصيبوا')","('جنود أمريكيين', 'جنود أمريكيين')",,"('هلمند', 'هلمند')"
81,20181129_2861.txt,"('الرئيس الأفغاني', 'أشرف غني')","('تفاوض', 'تفاوض')","('طالبان', 'طالبان')",,
82,20140218_1242.txt,"('المسلحين',)","('مقتل', 'انفجار', 'قتلوا', 'اطلاق النار')","('جنود افغان', 'جنود', 'الجنود')","('الاساي',)","('كابيسا',)"
83,20140223_1340.txt,"('طالبان',)","('مقتل', 'هجوم', 'قتل', 'هجوم', 'قتل', 'هجوم', 'مقتل')","('جندياً أفغانياً', 'جندياً أفغانياً', 'جندياً', 'المسلحين')",,
84,20151028_10537.txt,"('القوات الأمنية الأفغانية', 'طالبان', 'طالبان', 'طالبان')","('مقتل', 'عملية عسكرية', 'تصفية', 'عملية عسكرية', 'قتل', 'معركة', 'هاجموا', 'قتل', 'الاشتباكات')","('مسلحا', 'مسلحا', 'طالبان', 'رهينة', 'القوات الأفغانية', 'شرطيا')","('دارقند',)","('نانجرهار', 'تخار')"
85,20141225_11502.txt,"('مقاتلً', 'طالبان', 'عنصرًا', 'طالبان')","('يسلمون أنفسهم', 'سلم')","('أسلحتهم',)",,
86,20140714_5768.txt,,,,,
87,20180228_3152.txt,,,,,
88,20180510_5942.txt,,"('هجمات', 'هجمات')",,,"('كابول', 'العاصمة الأفغانية', 'العاصمة الأفغانية كابول', 'كابول')"
89,20140507_3516.txt,,"('مقتل', 'تفجير', 'قتل', 'تفجير', 'تفجير', 'قتل')","('عائلة', 'عائلة', 'عائلة', 'عائلة', 'سيدتان', 'اطفال', 'رجلان')","('شينداند',)","('هراة',)"
90,20140808_6226.txt,"('طالبان', 'طالبان', 'طالبان', 'طالبان')","('مقتل', 'اشتباكات', 'مصرع', 'اطلاق نار', 'الهجوم', 'استهدف', 'اشتباكات', 'الهجوم')","('رجال الشرطة', 'رجال الشرطة', 'نقطة تفتيش', 'نقطة تفتيش', 'الشرطة')","('سانجين', 'كابول', 'كابول')","('هلمند',)"
91,20170124_1338.txt,"('قوات الافغانية',)","('مقتل', 'غارات للجيش', 'مقتل', 'عمليات جوية', 'الغارات', 'مقتل')","('مسلحا', 'مسلحا', 'القاعدة', 'مسلحا', 'داعش')",,"('زابول',)"
92,20140118_547.txt,"('طالبان',)","('يموت', 'هاجمت')","('لبناني', 'مطعم', 'لبناني', 'مطعم', 'مطعم')","('كابول', 'كابول')",
93,20180519_6246.txt,,,,"('فراه', 'فراه')",
94,20180307_3575.txt,"('انتحاري', 'انتحاريا', 'انتحاري', 'المهاجم')","('يقتل', 'قتل', 'أصاب', 'فجر', 'فجر')","('مسؤولا دينيا', 'مسؤولا دينيا', 'حارسه الشخصي', 'شخصا', 'رئيس مديرية الشؤون الدينية والحج', 'سيارته')","('جلال اباد', 'جلال اباد')","('ننكرهار', 'ننكرهار')"
95,20120529_1618.txt,,,,,
96,20110811_4023.txt,"('قوات التحالف', 'طالبان')","('قتلت', 'قتل')","('طالبان', 'أفغان', 'طالبان', 'جنديًا أميركيًا', 'أفغان')",,"('وردك',)"
97,20110717_3503.txt,"('قوات أفغانية',)","('مقتل', 'مقتل', 'قتلوا', 'استهدفت', 'مقتل', 'اطلاق نار', 'اصابة')","('بريطاني', 'افغانيين', 'جندي بريطاني', 'دورية', 'متمردين', 'طالبان', 'جندي بريطاني', 'دورية', 'جندي')","('باغلان',)","('باغران', 'هلمند', 'ننكرهار', 'هلمند')"
98,20180506_5673.txt,,"('للهجومين', 'القتلى', 'الجرحى')",,,"('بكتيا', 'فارياب')"
99,20181221_3924.txt,,,,,
100,20170209_1904.txt,,,,,
101,20121112_5328.txt,,,,,
102,20170116_871.txt,,,,,
103,20140922_7978.txt,,,,,
104,20150324_2851.txt,,,,"('كابول',)",
105,20150708_6291.txt,,,,,
106,20150103_36.txt,,,,,
107,20180203_1942.txt,"('الحركة',)","('الهجوم', 'أثارت الرعب', 'الخوف')","('فندق الكونتيننتال', 'الطبقة الحاكمة')",,
108,20181113_2001.txt,"('الأفغان', 'الأفغان', 'طالبان', 'ميليشيات', 'عائلات', 'أشخاص', 'آخرون', 'عائلة', 'الجيش الأميركي', 'طالبان', 'تنظيم الدولة الإسلامية', 'طالبان')","('لجأ', 'هرب', 'تواجه', 'داعمة', 'قُتل', 'غادرت منازلها', 'تجنّب', 'هروب', 'لجأت', 'هجمات', 'نشر', 'قُتل', 'أصيب', 'تفجير انتحاري', 'هجمات')","('القوات الخاصة الأفغانية', 'ميليشيات', 'حكومة', 'الهزارة', 'مقاتلون', 'مدنيون', 'طالبان', 'المساجد', 'فنادق', 'الكوماندوس', 'الهزارة', 'الهزارة', 'طالبان', 'أشخاص', 'الهزارة')","('غزنة', 'غزنة', 'جاغوري', 'مالستان', 'جاغوري', 'غزنة', 'غزنة', 'جاغوري', 'كابول', 'غزنة', 'غزنة')",
109,20140619_4935.txt,"('طالبان',)","('هجوم', 'هجوم')","('قاعدة تموين', 'حلف الأطلسي', 'قاعدة تموين', 'حلف الأطلسي')",,"('نانغاهار',)"
110,20170308_3013.txt,"('داعش',)","('الهجوم ""الإرهابي""', 'الهجوم ""الإرهابي""', 'استهدف', 'الهجوم', 'استهدف', 'مقتل', 'اصابة', 'هجوم انتحاري')","('مستشفى عسكري', 'مستشفى عسكري', 'المرضى', 'أطباء', 'عاملين', 'مرضى', 'مستشفى عسكري')","('كابول', 'كابول', 'كابول')",
111,20180129_1687.txt,"('داعش', 'داعش', 'داعش', 'داعش', 'مسلحين', 'مسلحين', 'القوات الخاصة الأفغانية', 'داعش')","('هجوما', 'هجوم', 'هجوم', 'يستهدف', 'هاجموا', 'قتلوا', 'أصابوا', 'هجوما', 'إطلاق صواريخ', 'هجوم', 'الاعتداء', 'استهدف', 'انفجار', 'جرح', 'تطوق', 'استهدف')","('قاعدة عسكرية', 'أكاديمية مارشال فهيم العسكرية', 'الأكاديمية العسكرية', 'موقعا للجيش', 'الأكاديميات العسكرية', 'جنديا', 'أكاديمية مارشال فهيم العسكرية', 'فندق', 'فندق إنتركونتينتال', 'سيارة الإسعاف', 'جنود أفغان', 'المهاجمين', 'جنود أفغان', 'قاعدة مارشال فهيم')","('كابول', 'كابول', 'العاصمة الأفغانية', 'كابول', 'كابل', 'كابول', 'كابول')",
112,20180215_2290.txt,"('انتحاري',)","('فجر',)","('السكان',)",,
113,20150730_6972.txt,"('طالبان', 'طالبان', 'طالبان', 'طالبان', 'طالبان', 'طالبان', 'طالبان', 'طالبان')","('وفاة', 'توفى', 'توفى', 'توفى')","('الملا عمر', 'الملا عمر', 'الملا عمر', 'الملا عمر')",,
114,20150222_1872.txt,"('قوات الأمن الوطني',)","('مقتل', 'قتلوا', 'مصادرة', 'أصيب')","('مسلحا', 'مسلحا', 'طالبان', 'عبوات ناسفة', 'مسلحا')",,"('هرات', 'طاخار', 'باداخستان', 'ميدان وردام', 'أورزجان', 'باداخستان', 'هلمند', 'كونار', 'غزنة', 'فراه', 'خوست')"
115,20120530_1577.txt,"('طالبان', 'طالبان', 'طالبان', 'طالبان')","('هجوم', 'غاز السام', 'أصيبت', 'غاز', 'الهجمات', 'تستهدف')","('تلميذات أفغانيات', 'تلميذة', 'التلميذات', 'المدارس', 'المدارس', 'المدارس', 'التلميذات')","('طالقان',)","('طخار', 'طخار')"
116,20180228_3242.txt,,,,,
117,20140921_7960.txt,,,,,
118,20151118_11421.txt,,"('قصف', 'قتلوا', 'دمرت')","('الشرطة', 'مدرعة')",,"('بكتيكا', 'بكتيكا')"
119,20170521_6199.txt,"('طالبان', 'طالبان', 'الحركة')","('مقتل', 'هجوم', 'مصرع', 'هجمات', 'هجمات', 'استهدفت')","('شرطيًا أفغانيًا', 'شرطيًّا', 'شرطة')","('شاه جوي',)","('زابل', 'زابل')"
120,20141203_10604.txt,,,,,
121,20170222_2425.txt,"('قوات الأمن الوطنية الأفغانية',)","('مقتل', 'جرح', 'مقتل', 'جرح', 'قتلهم', 'قضاء على')","('داعش', 'داعش', 'داعش', 'داعش')",,"('ننجرهار', 'ننجرهار')"
