,File,Sources,Actions,Targets,Districts,Provinces
31,20180127_1471.txt,"('حركة طالبان',)","('ضحايا', 'انفجار', 'قتيلاً', 'جريحاً', 'ضحايا', 'انفجار', 'قتيلاً', 'مصاباً', 'انفجار', 'هجوم', 'أودى بحياة')","('فندق', 'شخصاً')","('كابل', 'العاصمة الأفغانية', 'كابل', 'كابل')",
32,20150225_2028.txt,"('القوات الأميركية', 'طالبان', 'طالبان', 'مسلحين', 'طالبان', 'طالبان', 'طالبان', 'طالبان', 'القوات الأميركية', 'طالبان', 'طالبان')","('تعيق المفاوضات', 'اختطاف')","('كابول', 'طالبان', 'كابول', 'كابول', 'كابول', 'كابول')",,
33,20181009_391.txt,,"('هجومًا انتحاريًا', 'استهدف', 'هجوم الانتحاري', 'ل', 'استهدف', 'مقتل', 'إصابة')","('تجمعًا انتخابيًا', 'تجمعًا انتخابيًا', 'الأشخاص', 'مرشح انتخابي', 'العديدين')","('لشكركاه', 'عاصمة إقليم هلمند')","('ر', 'إقليم هلمند')"
34,20140707_5496.txt,,,,,
35,20181020_999.txt,"('طالبان',)","('انفجارات', 'انفجارات', 'انفجارات', 'انفجارات', 'دعت', 'حذرت', 'هجمات')","('مراكز التصويت', 'عدم المشاركة', 'مراكز الانتخابات')","('كابول', 'كابول', 'كابول', 'كابول')",
36,20081022_56.txt,"('طالبان', 'طالبان', 'طالبان', 'طالبان', 'طالبان', 'طالبان', 'طالبان')","('هجوم', 'هجوم')","('لشقر جاه', 'لشقر جاه')","('لشقر جاه',)",
37,20140320_2090.txt,"('طالبان',)","('قتيل', 'هجوم انتحاري', 'قتل', 'انتحاريين', 'الهجوم', 'استهدف', 'قتل', 'اصيب', 'جروح', 'قتل', 'مهاجمين')","('طالبان', 'شرطيين', 'مركزا للشرطة', 'شرطيين', 'مدني')","('جلال اباد',)",
38,20170209_1972.txt,"('مسلحون', 'مسلحون', 'مسلحين')","('قتل', 'النار', 'قتل', 'النار', 'قتل', 'أصيبوا', 'الهجوم')","('مجلس مقاطعة باغلان', 'مجلس مقاطعة باغلان', 'علام جان مجاهد')","('بول اى خومرى', 'بول اى خومرى', 'ص')","('مقاطعة باغلان',)"
39,20170422_4737.txt,"('طالبان', 'طالبان', 'الجيش', 'طالبان', 'طالبان', 'الجيش', 'طالبان', 'الجيش')","('قتل', 'هجوم', 'قتلى', 'هجوم', 'لقوا مصرعهم', 'هجوم', 'استهدف', 'هجوم', 'مهاجمين', 'قتل', 'فجرا', 'قتل', 'هجوم', 'قتل', 'مهاجمين', 'قتل', 'إصابة', 'هجوم', 'هجوم', 'قتل', 'اصابة', 'قتل', 'مهاجمين', 'ملاحقة', 'مهاجمين')","('قاعدة عسكرية', 'جندي', 'قاعدة عسكرية', 'جندي', 'جندي', 'قاعدة', 'نفسيهما', 'الآخرون', 'جنود', 'قادة الحركة', 'جندي', 'الجيش الأفغاني', 'فيلق للجيش', 'جنود', 'آخرين')","('مزار شريف',)","('مقاطعة بلخ',)"
40,20180127_1365.txt,,"('ضحايا', 'تفجير', 'ضحايا', 'التفجير الإرهابي', 'أودى بحياة', 'ضحايا', 'إصابة', 'ضحايا', 'المصابين')","('كابول', 'العشرات', 'آخرين')","('العاصمة الأفغانية', 'كابول')",
41,20170326_3711.txt,,,,,
42,20110621_2838.txt,,,,,
43,20110620_2729.txt,,,,,
44,20180304_3434.txt,"('الولايات المتحدة', 'جنود من ذوي الخبرة', 'الولايات المتحدة', 'جنود من ذوي الخبرة', 'الولايات المتحدة', 'حلف الاطلسي', 'الجيش الافغاني', 'طالبان', 'حكومة كابول', 'طالبان')","('تدريب', 'مواجهة', 'تدريب', 'مواجهة', 'تدريب', 'الفساد', 'الفرار', 'القتلى', 'تسيطر', 'تسيطر', 'تسيطر')","('جنود الافغان', 'طالبان', 'جنود الافغان', 'طالبان', 'الجيش الافغاني', 'محافظة هلمند', 'السكان')",,"('محافظة هلمند',)"
45,20111103_5665.txt,,,,,
46,20150518_4671.txt,"('طالبان', 'طالبان', 'طالبان', 'طالبان')","('هاجم', 'هجوم', 'معركة', 'هجوم', 'قتل', 'اطلاق نار')","('نقاط تفتيش', 'نقاط تفتيش', 'نقاط التفتيش')",,"('اوروزجان', 'بادغيس')"
47,20120313_5756.txt,"('الناتو', 'طالبان', 'حلف شمال الأطلنطي', 'المساعدة الأمنية الدولية', 'إيساف')","('قتل', 'توعدت حركة طالبان الأفغانية عزمها شن هجمات', 'قتل', 'قتل', 'الهجوم', 'اعتقل', 'قتل', 'اقتحم', 'أطلق رصاص', 'قتل')","('المدنيين', 'ل', 'مدنيا', 'المدنيين', 'المواطنين العزل', 'النساء', 'الأطفال')",,"('ولاية قندهار',)"
48,20150701_6053.txt,,"('قتيل', 'جريح', 'هجوم', 'قتل', 'إصابة', 'هجوم انتحاري', 'استهدف', 'فجر', 'انتحاري', 'ضحايا', 'هجوم', 'هجوم', 'هجوم')","('ناتو', 'قوات حلف شمال الأطلسي', 'ناتو', 'ناتو', 'المدنيين')","('كابول', 'كابول', 'كابول', 'كابول')",
49,20140926_8160.txt,"('طالبان', 'طالبان')","('مقتل', 'هجمات', 'اجتاح', 'قتل')",,,
50,20180410_4572.txt,,"('مقتل', 'انفجار', 'لقوا حتفهم', 'انفجار', 'أصيبوا', 'الهجوم', 'القتلى', 'انفجار', 'انفجار', 'متفجرات', 'انفجار')","('ثمانية', 'مدنيين', 'سوق رئيسي', 'آخرين', 'فتاتين', 'صبيين', 'السوق الرئيسي')","('منطقة شينداند',)","('إقليم هرات',)"
51,20120703_2938.txt,"('طالبان', 'حلف شمال الأطلسي', 'ناتو', 'طالبان', 'حلف شمال الأطلسي', 'حلف شمال الأطلسي')","('قتل', 'هجوم', 'اخترق', 'قتل', 'قتل', 'هجوم', 'إطلاق النار', 'إطلاق النار', 'أصيب', 'لقوا حتفهم', 'جراح', 'لقوا حتفهم', 'أصيب', 'قتل', 'هاجم', 'هجوم', 'هجمات', 'يشنها', 'قتل', 'قتل', 'قتل', 'قتل', 'قتل', 'هجمات', 'هجوم', 'قتل', 'هجوم', 'إطلاق النار')","('الشرطة', 'الناتو', 'الشرطة', 'قوة المساعدة الأمنية الدولية', 'إيساف', 'الشرطة', 'الشرطة', 'الشرطة')","('نهر الساراج', 'نهر السراج')","('إقليم هلمند', 'إقليم هلمند', 'إقليم هلمند')"
52,20110425_1544.txt,"('قوات الجيش الأفغاني', 'حلف شمال الأطلسي', 'طالبان', 'طالبان')","('قتل', 'لقوا مصرعهم', 'اشتباك', 'لقوا مصرعهم', 'اشتباك', 'مهاجمة', 'قتل', 'إطلاق النار', 'قتل')","('الجيش الأفغاني',)","('منطقة باراكي باراك', 'منطقة باراكي باراك', 'منطقة براقي باراك')","('إقليم لوجار',)"
53,20110128_714.txt,,,,,
54,20140501_3428.txt,"('قوات أميركية وبريطانية', 'ناتو', 'ناتو', 'القوات الافغانية', 'حلف شمال الاطلسي')","('محتجز', 'قتل', 'مواجهات')","('المواطنين الافغان', 'طالبان')","('مطار قندهار',)","('اقليمي قندهار', 'هلمند', 'هلمند')"
55,20080819_32.txt,"('القوات البريطانية', 'القوات البريطانية', 'الشرطة', 'طالبان', 'طالبان', 'طالبان', 'ايساف', 'حلف شمال الاطلسي', 'حلف شمال الاطلسي', 'القوات البريطانية', 'طالبان', 'حلف شمال الاطلسي', 'ايساف', 'ايساف', 'القوات البريطانية')","('قتل', 'تفجير', 'فجر', 'هاجم', 'فجر', 'قتل', 'إصابة', 'قتل', 'هاجم', 'هاجم', 'قتل', 'أصيب', 'هجوم', 'أطلقت الرصاص', 'فجر', 'فجر', 'قتيلين', 'الانفجار', 'جرح', 'تفجير', 'هجوم', 'هددت القوات الكندية بشن هجمات', 'د', 'قتل', 'المكمن', 'استهدف', 'قتل', 'قتل', 'قتل', 'اصابت', 'الضحايا', 'قتل', 'جرح')","('مدنيين', 'قاعدة عسكرية أمريكية', 'مدنيين', 'مدنيين', 'القوات الكندية', 'القوات الكندية', 'نساء', 'مدنيين', 'نساء', 'اطفالا')",,"('إقليم خوست', 'اقليم خوست', 'لوغار')"
56,20170114_739.txt,"('داعش', 'داعش', 'داعش', 'داعش', 'داعش')","('يحرق', 'أحرق', 'إحراق', 'حرق', 'هجر', 'اقتحم', 'أحرق', 'أحرق')","('منزل', 'منزل', 'المنازل', 'منزل', 'المنازل', 'بادا جوندا', 'بار سيباي', 'المنازل', 'المنازل')","('منطقة كوت', 'بادا جوندا', 'بار سيباي', 'منطقة كوت')","('ولاية ننغارهار',)"
57,20141013_8923.txt,,,,,
58,20180411_4597.txt,"('طالبان',)","('دمرت',)","('تماثيل بوذا',)",,
59,20141126_10473.txt,"('طالبان',)","('قتل', 'قتل', 'قتل', 'هجوم', 'قتل', 'قتل')","('طالبان', 'طالبان', 'مركز للشرطة', 'طالبان', 'طالبان')",,"('ولاية فراه',)"
60,20140805_6137.txt,"('الجيش الافغاني', 'ايساف')","('قتل', 'اصابة', 'قتل', 'اصاب', 'جروح', 'قتل', 'هجوم', 'قتيل', 'قتل', 'اطلق النيران', 'قتل', 'اصيب', 'جروح', 'اصاب', 'مطلق النار', 'قتل', 'هجوم', 'فتح النار', 'قتل', 'اصيب', 'جروح', 'قتيل', 'جرح', 'هجوم', 'اطلاق النار', 'قتل', 'وزارة الدفاع الافغانية', 'فتح النار', 'جرح', 'هجوم', 'قتل', 'قتل', 'قتل', 'غارة جوية', 'اطلاق صواريخ', 'غارات', 'قتل')","('جنرال اميركي', 'جنرال اميركي', 'الجنود الافغان', 'حلف شمال الاطلسي', 'جنرال اميركي', 'مجمع عسكري', 'المعتدي', 'ضابط اجنبي', 'الجيش الافغاني', 'ضابط اجنبي', 'الضباط الافغان', 'ضابط اميركي', 'جنرالا المانيا', 'اكاديمية ضباط الجيش الافغاني الوطني', 'حلف شمال الاطلسي', 'ايساف', 'ضباط الجيش الافغاني', 'المعتدي', 'جنديين اميركيين', 'مدنيين', 'قاعدة شينداد الجوية', 'رجل وامراة وطفل وفتى', 'مدنيين')","('كابول', 'كابول', 'كابول')","('ولاية كابيسا', 'ولاية هرات')"
61,20170421_7322.txt,"('طالبان', 'طالبان', 'مسلحون', 'مسلحا', 'الجيش', 'طالبان')","('قتل', 'هجوم', 'قتل', 'أصيب', 'جروح', 'هجوم', 'هجوم', 'يقاوم', 'قتل', 'جريح', 'مهاجمين', 'قتل', 'اعتقال', 'اطلاق النار', 'مهاجمين', 'ضحايا', 'هجوم', 'مجاهد', 'هجوم', 'قتل', 'هجوم', 'هجوم', 'استهدف', 'قتيلا')","('جنود', 'جنود', 'آخرون', 'قاعدتهم', 'العسكريين', 'العسكريين', 'آخر', 'قوات الجيش', 'جنود', 'مستشفى عسكريا')","('مزار الشريف', 'مزار الشريف', 'كابول')","('ولاية بلخ',)"
62,20110916_4657.txt,"('طالبان', 'شبكة حقاني', 'طالبان', 'طالبان', 'طالبان', 'طالبان', 'طالبان', 'شبكة حقاني', 'طالبان', 'شبكة حقاني', 'شبكة حقاني', 'شبكة حقاني', 'طالبان')","('قتيلا', 'استهدف', 'قتل', 'اصيب', 'هجوم', 'استهدف', 'الانتحاري', 'هجوم', 'هجوم', 'قتل', 'هجوم', 'قتل', 'اصيب', 'هجوم', 'الانتحاري', 'استهدف', 'هجوم', 'استهدف', 'هجمات', 'هجمات', 'هجمات', 'قتل', 'قتل', 'هجمات', 'استهدف', 'قتيلا', 'مهاجمين', 'قتل', 'اطلاق نار', 'اصيب', 'جروح')","('الحلف الاطلسي', 'السفارة الاميركية', 'الحلف الاطلسي', 'السفارة الاميركية', 'الحلف الاطلسي', 'السفارة الاميركية', 'جندي بريطاني', 'الشرطة الافغانية', 'الشرطة الافغانية')","('كابول', 'كابول', 'كابول', 'كابول', 'أقليم نهر السراج')","('ولاية هلمند', 'ولاية هلمند')"
63,20140611_4535.txt,"('حلف الأطلسي', 'ناتو', 'حلف الأطلسي')","('قتل', 'قتل', 'قتل', 'قتل', 'قتل', 'قصف', 'قتل', 'قتل', 'قتل')","('جنود أفغان',)",,"('ولاية لوغار',)"
64,20140505_3404.txt,"('لجيش الأفغاني',)","('قتل', 'قتل')","('طالبان', 'طالبان')",,
65,20150514_4532.txt,"('قوات الأمن', 'المسلحين', 'مسلحين', 'قوات الأمن')","('إنهاء حصار', 'قتل', 'هجوم', 'انتهى حصار', 'قُتل', 'هجوم', 'قتل', 'معركة', 'قتل', 'قتل', 'إنهاء حصار', 'قتل', 'مهاجمين', 'أنقذت', 'مهاجمين', 'قتل', 'معركة', 'قتل', 'مهاجمون', 'ضحايا', 'قتل', 'هجوم', 'اقتحم', 'احتجزوا', 'اقتحم', 'هجوم')","('دار الضيافة', 'مواطن أمريكي', 'دار الضيافة', 'مواطن أمريكي', 'دار الضيافة', 'بارك بالاس هوتيل')","('كابول', 'كابول', 'كابول', 'كابول', 'العاصمة الأفغانية', 'حي كولولا بوشتا')",
66,20140929_8300.txt,,,,,
67,20150413_3510.txt,"('طالبان', 'طالبان', 'طالبان', 'طالبان', 'طالبان')","('قتل', 'قطع الرأس', 'قتل', 'قطع الرأس', 'هجوم', 'هجوم', 'فقدان', 'هجمات', 'قتل', 'قطعت رؤوسهم', 'هجوم', 'انقاذ', 'فقدوا', 'هجوم', 'هجوم', 'هجوم', 'قتل', 'فقدان', 'مقاتلون', 'قتل', 'هجوم', 'هجمات', 'قتل')","('جنديا أفغانيا', 'جندياً أفغانياً', 'قوى الأمن', 'قوات الأمن', 'الجيش الأفغاني', 'طالبان')","('منطقة جرم',)","('ولاية بدخشان', 'بدخشان')"
68,20180114_705.txt,"('قوات الحكومية', 'قوات الدفاع', 'الأمن الوطني الأفغاني', 'القوات الأميركية', 'ميليشيا', 'ميليشيا', 'ميليشيا', 'القوات الأميركية', 'ميليشيا', 'ميليشيا', 'ميليشيا', 'ميليشيا')","('قتل', 'عمليات', 'قتل', 'عمليات', 'قتل', 'هجمات', 'اعتقال', 'عمليات', 'تدمير', 'عمليات', 'عمليات', 'عمليات', 'غارة جوية', 'استهدفت', 'هجوم', 'الغارة', 'قتيلاً', 'غارة جوية', 'استهدفت', 'قتل', 'الغارة', 'الغارة', 'الغارة', 'الغارة', 'أطلق')","('مسلحاً', 'مسلحاً', 'حركة طالبان', 'مسلحاً', 'مخابئ الإرهابيين', 'أسلحتهم', 'ميليشيا', 'ميليشيا', 'القوات الأميركية')","('اشين',)","('ننجرهار', 'لجمان', 'نوريستان', 'جزني', 'وأوروزجان', 'هيرات', 'فارياب', 'جوزجان', 'ننجرهار')"
69,20181104_1574.txt,"('حركة طالبان', 'الجنرال الأمريكي سكوت ميلر', 'عسكريين أفغان', 'طالبان', 'طالبان', 'قوة الدعم الحازم')","('قتل', 'هجوم', 'قُتل', 'أصيب', 'هجوم', 'هجوم', 'يستهدف', 'يستهدف', 'هجوم', 'قتل', 'هجوم', 'نجا', 'المهاجم', 'المهاجم', 'قُتل', 'ف', 'هجوم', 'قتل', 'الجريح', 'نقل جوًّا', 'هجوم', 'هجوم', 'هجوم', 'مقتل', 'نجا', 'أصيب', 'هجوم', 'هجوم', 'قُتل', 'أصيب', 'جروح', 'هجوم', 'هجوم', 'قلّصت')","('جندي أمريكي', 'جندي أمريكي', 'آخر', 'القوات الدوليّة', 'القوّات الأجنبية', 'الجنرال عبدالرازق', 'الجيش الأمريكي', 'قاعدة باغرام', 'مركز شديد التحصين', 'أشخاص', 'الجنرال عبدالرازق', 'شخصًا', 'الجنرال الأمريكي جيفري سمايلي', 'جندي تشيكي', 'آخر', 'التواصل المباشر مع الجنود الأفغان')","('كابول', 'كابول')","('ولاية قندهار', 'ولاية هرات', 'قندهار', 'قندهار', 'قندهار', 'ولاية قندهار', 'قندهار', 'ولاية هرات', 'هرات')"
70,20110926_4886.txt,"('طالبان', 'طالبان', 'طالبان', 'طالبان')","('قتل', 'قتل', 'هجوم', 'اغتيال', 'قتل', 'اغتيال', 'استهدفت', 'اغتيال', 'قتل')","('رباني', 'رباني', 'برهان الدين رباني', 'رباني', 'رباني')","('كابل',)",
71,20170209_1985.txt,,,,,
72,20150323_2828.txt,"('قوات الأمن الأفغانية', 'طالبان', 'قوات الأمن')","('مصرع', 'إصابة', 'اشتباك', 'اشتباك', 'ف', 'قتل', 'إصابة', 'إطلاق النار', 'معركة', 'مصرع', 'إصابة', 'اصاب', 'قتل', 'هجوم')","('طالبان', 'نقاط مراقبة', 'الشرطة', 'مدنيين', 'مدنيين', 'طالبان')","('مدينة ساريبول', 'سوزماقلا')","('مقاطعة ساريبول',)"
73,20170523_6232.txt,,,,,
74,20080911_674.txt,,,,,
75,20120718_2804.txt,"('طالبان',)","('تدمير', 'تدمير', 'هجوم', 'الانفجار', 'اندلاع النيران', 'دمرت', 'هجوم')","('الناتو', 'الناتو', 'قوات الاطلسي', 'ايساف')",,"('ولاية سمنغان', 'ولاية سمنغان')"
76,20151027_10533.txt,,,,,
77,20140127_311.txt,"('طالبان', 'طالبان', 'طالبان')","('قتلى', 'هجوم', 'قتل', 'عملية انتحارية', 'استهدفت', 'قتلى', 'انتحاريا', 'فجر', 'قتل', 'جرح', 'هجوم', 'هجوم', 'هجوم', 'عملية الانتحارية', 'استهدفت')","('وزارة الدفاع', 'امرأة', 'وزارة الدفاع', 'امرأة', 'مطعما لبنانيا')","('كابول', 'كابول', 'كابول', 'كابول')",
78,20181018_750.txt,,,,,
79,20180121_945.txt,"('نزلاء', 'طالبان', 'طالبان', 'قوات الأمن الأفغانية', 'نزلاء')","('إنقاذ', 'هجوم', 'قتلى', 'هجوما إرهابيا', 'أودى بحياة', 'إنقاذ', 'هجوم', 'إطلاق نار', 'إضرام نيران', 'إنهاء الهجوم', 'إنقاذ', 'الفرار من الهجوم')","('أرواحهم', 'فندق', 'أشخاص', 'امرأة', 'أرواحهم', 'فندق', 'فندق', 'شخصاً', 'فندق')","('كابل', 'كابل', 'كابل', 'كابل', 'كابل')",
80,20170319_3491.txt,"('جندي أفغاني', 'جندي أفغاني')","('إصابة', 'أصيبوا')","('جنود أمريكيين', 'جنود أمريكيين')",,"('اقليم هلمند', 'إقليم هلمند')"
81,20181129_2861.txt,"('أشرف غني',)","('تشكل فريقاً للتفاوض', 'شكل فريق تفاوض')","('طالبان', 'طالبان')",,
82,20140218_1242.txt,"('جنود',)","('قتل', 'انفجار', 'قتل', 'استهدفت', 'اطلاق النار', 'قتل', 'قتل', 'تبادل النيران', 'هجوم')","('جنود افغان', 'جنود', 'لجيش الافغاني', 'المسلحين', 'جنود', 'مسلحين')","('الاساي',)","('كابيسا', 'كابيسا', 'كابيسا')"
83,20140223_1340.txt,"('طالبان',)","('قتل', 'هجوم', 'قتل', 'هجوم', 'هجوم', 'قتل', 'هجوم', 'قتل', 'هجوم')","('جندياً أفغانياً', 'جندياً أفغانياً', 'مسلحين')","('مقاطعة غازي أباد',)","('ولاية كونار',)"
84,20151028_10537.txt,"('القوات الأمنية الأفغانية', 'طالبان', 'طالبان', 'طالبان')","('قتل', 'عملية عسكرية', 'تصفية', 'عملية عسكرية', 'قتل', 'سيطر', 'معركة', 'هاجموا', 'سيطر', 'قتل', 'الاشتباكات')","('مسلحا', 'مسلحا', 'طالبان', 'رهينة', 'ر', 'دارقند/', 'القوات الأفغانية', 'شرطيا')","('دارقند',)","('نانجرهار', 'تخار')"
85,20141225_11502.txt,"('طالبان', 'طالبان')","('مقاتلً', 'يسلمون أنفسهم', 'سلم')",,,"('ولاية بادغيس',)"
86,20140714_5768.txt,,,,,
87,20180228_3152.txt,,,,,
88,20180510_5942.txt,,"('هجمات', 'هجمات', 'استهدفت')","('العاصمة الأفغانية كابول',)","('كابول', 'العاصمة الأفغانية', 'كابول')",
89,20140507_3516.txt,,"('قتل', 'تفجير', 'قتل', 'تفجير', 'تفجير', 'قتل')","('سيدتان', 'اطفال', 'رجل')","('شينداند',)","('هراة',)"
90,20140808_6226.txt,"('طالبان', 'طالبان', 'طالبان', 'طالبان')","('قتل', 'ل', 'اشتباكات', 'مصرع', 'طلاق نار', 'الهجوم', 'استهدف', 'اشتباكات', 'الهجوم')","('رجال الشرطة', 'رجال الشرطة', 'نقطة تفتيش', 'نقطة تفتيش', 'الشرطة')","('سانجين',)","('هلمند',)"
91,20170124_1338.txt,"('قوات الافغانية',)","('قتل', 'غارات للجيش', 'قتل', 'عمليات جوية', 'الغارات', 'قتل')","('مسلحا', 'مسلحا', 'تنظيم ""القاعدة""', 'تنظيم ""داعش""')",,"('ولاية ""زابول ""',)"
